PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,EPRTRAnnexIMainActivity,FacilityInspireId,facilityName,city,Longitude,Latitude,addressConfidentialityReason,wasteTreatment,wasteClassification,wasteTransfers,confidentialityReason
2026/02/13,Sweden,2019.0,2.0,Production and processing of metals,2(d),SE.CAED/10017305.Facility,Sandvik SRP AB,SVEDALA,13.23075,55.50829,,Disposal,NONHW,6520.0,
2026/02/13,Sweden,2010.0,5.0,Waste and wastewater management,5(d),SE.CAED/10016413.Facility,Bredemads avfallsanläggning,LJUNGBY,13.92804,56.86678,,Recovery,NONHW,7550.0,
2026/02/13,Sweden,2015.0,2.0,Production and processing of metals,2(f),SE.CAED/10014964.Facility,Saab AB,LINKÖPING,15.66833,58.40707,,Disposal,HW,561.0,
2026/02/13,Denmark,2020.0,,,,DK.CAED/000060892.FACILITY,MV FARLIGT AFFALD Stena Hjørring,Hjørring,10.033675893454838,57.4533682749648,,Recovery,HW,4676.0,
2026/02/13,Norway,2008.0,5.0,Waste and wastewater management,5(a),NO.EEA/1576.0008.01.FACILITY,SLETT,Kristiansund N,7.777419,63.1066856,,Disposal,HW,563.0,
2026/02/13,Sweden,2015.0,9.0,Other activities,9(c),SE.CAED/10019802.Facility,National Electric Vehicle Sweden AB,TROLLHÄTTAN,12.3323,58.31508,,Recovery,HW,61.0,
2026/02/13,Sweden,2010.0,5.0,Waste and wastewater management,5(b),SE.CAED/10021818.Facility,Avfallsförbränning Avesta (Källhagsverket),AVESTA,16.15358,60.1342,,Recovery,HW,2020.0,
2026/02/13,Sweden,2010.0,5.0,Waste and wastewater management,5(b),SE.CAED/10018264.Facility,Beleverket i Hässleholm,HÄSSLEHOLM,13.79331,56.16321,,Disposal,NONHW,12100.0,
2026/02/13,Sweden,2009.0,5.0,Waste and wastewater management,5(d),SE.CAED/10014112.Facility,Tveta Återvinningsanläggning,SÖDERTÄLJE,17.57212,59.13715,,Disposal,HW,158.0,
2026/02/13,Norway,2015.0,2.0,Production and processing of metals,2(f),NO.EEA/0529.0007.01.FACILITY,Hydal Aluminium Profiler AS Raufoss,Raufoss,10.6071386,60.7363434,,Disposal,HW,909.0,
2026/02/13,Sweden,2021.0,4.0,Chemical industry,4(a)(viii),SE.CAED/10017771.Facility,Dow Sverige AB,LANDSKRONA,12.85252,55.87375,,Disposal,HW,90.3,
2026/02/13,Sweden,2016.0,8.0,Animal and vegetable products from the food and beverage sector,8(b),SE.CAED/10017607.Facility,Atria Sverige AB,MALMÖ,13.05445,55.55595,,Recovery,HW,5.13,
2026/02/13,Sweden,2020.0,5.0,Waste and wastewater management,5(c),SE.CAED/10018776.Facility,Barnamossens AFA,KUNGSBACKA,12.14367,57.52358,,Recovery,NONHW,11900.0,
2026/02/13,Sweden,2018.0,2.0,Production and processing of metals,2(b),SE.CAED/10020557.Facility,Hagfors Järnverk,HAGFORS,13.68815,60.03201,,Disposal,NONHW,233.0,
2026/02/13,Sweden,2024.0,1.0,Energy sector,1(c),SE.CAED/10021163.Facility,Västerås kraftvärmeverk,VÄSTERÅS,16.51352,59.58845,,Recovery,HW,41961.0,
2026/02/13,Sweden,2009.0,5.0,Waste and wastewater management,5(d),SE.CAED/10015127.Facility,Häradsuddens avfallsanläggning,NORRKÖPING,16.07384,58.53435,,Recovery,NONHW,30700.0,
2026/02/13,Denmark,2009.0,9.0,Other activities,9(c),DK.EEA/280.FACILITY,ALLER TRYK A/S,Taastrup            ,12.279059597394,55.6625879069375,,Disposal,HW,35.1,
2026/02/13,Sweden,2016.0,4.0,Chemical industry,4(a)(viii),SE.CAED/10018831.Facility,Inovyn Sverige AB,STENUNGSUND,11.8121,58.08192,,Disposal,HW,77.0,
2026/02/13,Denmark,2024.0,5.0,Waste and wastewater management,5(d),DK.CAED/000104566.FACILITY,Genbrugsgården,Kvistgård,12.49230135315358,55.98459575986317,,Disposal,HW,0.038,
2026/02/13,Sweden,2019.0,2.0,Production and processing of metals,2(d),SE.CAED/10020468.Facility,Valmet AB - Städet 7,KARLSTAD,13.53859,59.37589,,Disposal,HW,12.0,
2026/02/13,Norway,2009.0,8.0,Animal and vegetable products from the food and beverage sector,8(b)(i),NO.EEA/0125.0013.01.FACILITY,NORTURA SA AVD HÆRLAND,Hærland,11.4220552,59.5462532,,Recovery,NONHW,2830.0,
2026/02/13,Sweden,2014.0,5.0,Waste and wastewater management,5(d),SE.CAED/10017956.Facility,Rönneholms avfallsanläggning,STEHAG,13.40667,55.91732,,Recovery,NONHW,30600.0,
2026/02/13,Sweden,2008.0,4.0,Chemical industry,4(b)(v),SE.CAED/10017515.Facility,Johnson Matthey Formox AB,PERSTORP,13.38469,56.12651,,Recovery,HW,35.786,
2026/02/13,Denmark,2016.0,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.EEA/396.FACILITY,Arla Foods amba - Branderup,Branderup,9.07178187457836,55.1205806340891,,Recovery,HW,15.0,
2026/02/13,Norway,2013.0,8.0,Animal and vegetable products from the food and beverage sector,8(a),NO.EEA/192319.FACILITY,Scanbio Bjugn A.S,Bjugn,9.758227,63.7627563,,Disposal,HW,19.0,
2026/02/13,Denmark,2023.0,4.0,Chemical industry,4(e),DK.CAED/000104565.FACILITY,H. Lundbeck A/S,Nykøbing Sj,11.509317235208805,55.943369885765065,,Recovery,HW,1.8,
2026/02/13,Norway,2015.0,3.0,Mineral industry,3(a),NO.EEA/0000.0042.02.FACILITY,Kvitebjørn,Stavanger,2.497937,61.07978,,Recovery,HW,2940.0,
2026/02/13,Denmark,2010.0,9.0,Other activities,9(c),DK.CAED/000077969.FACILITY,Amcor Flexibles Horsens,Horsens,9.816499662690926,55.86214979221196,,Disposal,HW,334.0,
2026/02/13,Sweden,2014.0,5.0,Waste and wastewater management,5(b),SE.CAED/10018458.Facility,Kristinehedsverket,HALMSTAD,12.90604,56.69214,,Disposal,HW,539.0,
2026/02/13,Denmark,2019.0,3.0,Mineral industry,3(c)(i),DK.CAED/000105786.FACILITY,Aalborg Portland A/S,Aalborg Øst,9.972783690408685,57.0632413325794,,Disposal,NONHW,5261.0,
2026/02/13,Sweden,2020.0,5.0,Waste and wastewater management,5(b),SE.CAED/10017854.Facility,Filborna Kraftvärmeverk,HELSINGBORG,12.76912,56.07038,,Disposal,NONHW,41600.0,
2026/02/13,Norway,2007.0,2.0,Production and processing of metals,2(e)(i),NO.EEA/1001.0099.01.FACILITY,Glencore Nikkelverk,Kristiansand S,7.971228,58.1387978,,Disposal,HW,23000.0,
2026/02/13,Norway,2012.0,2.0,Production and processing of metals,2(d),NO.EEA/1001.0065.01.FACILITY,Vestas Castings Kristiansand AS,Kristiansand S,7.944652,58.1693764,,Recovery,HW,21.4,
2026/02/13,Sweden,2023.0,3.0,Mineral industry,3(c),SE.CAED/10021531.Facility,SMA Mineral AB Boda kalkverk,BODA KYRKBY,15.19781,61.04977,,Disposal,HW,27.5,
2026/02/13,Norway,2017.0,5.0,Waste and wastewater management,5(b),NO.EEA/0301.0876.04.FACILITY,Fortum Haraldrud Varmesentral,Oslo,10.8283806,59.9305153,,Recovery,NONHW,94.9,
2026/02/13,Sweden,2019.0,6.0,Paper and wood production and processing,6(a),SE.CAED/10021814.Facility,STORA ENSO FORS AB,FORS,16.31202,60.20553,,Recovery,NONHW,56500.0,
2026/02/13,Denmark,2013.0,2.0,Production and processing of metals,2(f),DK.EEA/3801.FACILITY,M LANGE GALVANO A/S,Randers SV          ,10.0434896264113,56.4266540209789,,Disposal,HW,13.0,
2026/02/13,Sweden,2016.0,4.0,Chemical industry,4(a)(i),SE.CAED/10017598.Facility,BONA Sweden AB,MALMÖ,13.05494,55.62065,,Disposal,HW,177.0,
2026/02/13,Denmark,2019.0,4.0,Chemical industry,4(e),DK.CAED/000061896.FACILITY,Bavarian Nordic A/S,Kvistgård,12.509482448151228,55.999818601027016,,Recovery,HW,13.3,
2026/02/13,Norway,2009.0,4.0,Chemical industry,4(a)(ii),NO.EEA/0826.0008.01.FACILITY,AKZO NOBEL PULP AND PERFORMANCE CHEMICALS NORWAY,Rjukan,8.657954,59.8791962,,Recovery,HW,252.0,
2026/02/13,Denmark,2008.0,4.0,Chemical industry,4(a)(i),DK.CAED/000095340.FACILITY,Air Liquide Danmark A/S,Odense C,10.397286540735164,55.42592537461693,,Recovery,HW,2.0,
2026/02/13,Sweden,2016.0,4.0,Chemical industry,4(a)(viii),SE.CAED/10017771.Facility,Dow Sverige AB,LANDSKRONA,12.85252,55.87375,,Recovery,HW,1.72,
2026/02/13,Sweden,2008.0,6.0,Paper and wood production and processing,6(a),SE.CAED/10024718.Facility,SCA Munksunds pappersbruk,PITEÅ,21.50386,65.27232,,Recovery,HW,135.0,
2026/02/13,Norway,2011.0,3.0,Mineral industry,3(a),NO.EEA/0000.0059.01.FACILITY,Statfjord Øst,Stavanger,1.970951,61.3434258,,Disposal,HW,3.57,
2026/02/13,Sweden,2013.0,6.0,Paper and wood production and processing,6(a),SE.CAED/10022175.Facility,Vallviks Bruk,VALLVIK,17.18282,61.18825,,Disposal,NONHW,158.0,
2026/02/13,Sweden,2018.0,5.0,Waste and wastewater management,5(a),SE.CAED/10024578.Facility,Ragn-Sells AB Uddeboanläggningen,LULEÅ,22.23396,65.54992,,Recovery,HW,65.9,
2026/02/13,Sweden,2022.0,1.0,Energy sector,1(c),SE.CAED/10019441.Facility,Sävenäs Kraftvärmeverk,GÖTEBORG,12.03552,57.73024,,Recovery,HW,38.0,
2026/02/13,Sweden,2016.0,5.0,Waste and wastewater management,5(d),SE.CAED/10023851.Facility,Lycksele dep.anläggning,LYCKSELE,18.78191,64.59948,,Recovery,NONHW,5570.0,
2026/02/13,Norway,2009.0,5.0,Waste and wastewater management,5(a),NO.EEA/1124.0117.01.FACILITY,T. STANGELAND MASKIN AS,SOLA,5.58931,58.9138756,,Disposal,HW,14600.0,
2026/02/13,Sweden,2009.0,5.0,Waste and wastewater management,5(d),SE.CAED/10022564.Facility,Må Avfallsanläggning,ÖRNSKÖLDSVIK,18.77757,63.30143,,Disposal,NONHW,27100.0,
2026/02/13,Denmark,2012.0,1.0,Energy sector,1(a),DK.CAED/000112739.FACILITY,Crossbridge Energy Fredericia A/S,Fredericia,9.7524233697535,55.5912278550192,,Disposal,HW,598.0,
2026/02/13,Sweden,2008.0,9.0,Other activities,9(b),SE.CAED/10019213.Facility,Elmo Sweden AB,SVENLJUNGA,13.11502,57.49226,,Disposal,NONHW,1060.0,
2026/02/13,Sweden,2009.0,5.0,Waste and wastewater management,5(d),SE.CAED/10022212.Facility,Sävstaås dep.plats,Bollnäs,16.30262,61.34348,,Disposal,NONHW,1040.0,
2026/02/13,Denmark,2017.0,4.0,Chemical industry,4(e),DK.CAED/000106217.FACILITY,Novo Nordisk Pharmatech A/S ,Køge,12.194405388968748,55.49695145690151,,Disposal,HW,494.0,
2026/02/13,Sweden,2020.0,2.0,Production and processing of metals,2(f),SE.CAED/10015805.Facility,Hydro Extrusion Sweden AB Brogårdsfabriken,VETLANDA,15.0747,57.41469,,Recovery,NONHW,2400.0,
2026/02/13,Sweden,2010.0,2.0,Production and processing of metals,2(f),SE.CAED/10015646.Facility,Hörle Wire AB,VÄRNAMO,14.05037,57.25819,,Disposal,HW,118.0,
2026/02/13,Sweden,2015.0,5.0,Waste and wastewater management,5(d),SE.CAED/10014112.Facility,Tveta Återvinningsanläggning,SÖDERTÄLJE,17.57212,59.13715,,Disposal,HW,16.0,
2026/02/13,Sweden,2018.0,2.0,Production and processing of metals,2(f),SE.CAED/10021421.Facility,SWEDECOTE AB Vansbro,VANSBRO,14.28208,60.52086,,Disposal,HW,313.0,
2026/02/13,Sweden,2012.0,3.0,Mineral industry,3(c),SE.CAED/10021292.Facility,Nordkalk / Köping,KÖPING,16.02847,59.49812,,Recovery,HW,2.0,
2026/02/13,Sweden,2017.0,1.0,Energy sector,1(c),SE.CAED/10014775.Facility,Värmeverket Vattumannen,ESKILSTUNA,16.49657,59.38069,,Disposal,HW,3.0,
2026/02/13,Denmark,2012.0,2.0,Production and processing of metals,2(c)(i),DK.CAED/000105347.FACILITY,Duferco Danish Steel A/S,Frederiksværk,12.015214676794375,55.95969465217677,,Recovery,NONHW,10900.0,
2026/02/13,Sweden,2019.0,1.0,Energy sector,1(c),SE.CAED/10023763.Facility,Dåva kraftvärmeverk,UMEÅ,20.41062,63.8685,,Recovery,HW,15.4,
2026/02/13,Sweden,2016.0,2.0,Production and processing of metals,2(f),SE.CAED/10023689.Facility,Ålö AB,UMEÅ,20.06871,63.87898,,Disposal,HW,99.8,
2026/02/13,Denmark,2020.0,5.0,Waste and wastewater management,5(d),DK.CAED/000104643.FACILITY,Miljøanlæg Rønnovsdal,Hjørring,10.010997529457397,57.39433235227764,,Disposal,NONHW,1453.0,
2026/02/13,Sweden,2021.0,6.0,Paper and wood production and processing,6(a),SE.CAED/10020499.Facility,Bäckhammars Bruk,KRISTINEHAMN,14.18117,59.16017,,Recovery,NONHW,26600.0,
2026/02/13,Sweden,2018.0,2.0,Production and processing of metals,2(d),SE.CAED/10016519.Facility,Xylem Water Solutions AB (fd Flygt),EMMABODA,15.56251,56.62276,,Recovery,NONHW,9990.0,
2026/02/13,Norway,2015.0,3.0,Mineral industry,3(a),NO.EEA/0000.0040.02.FACILITY,Grane,Stavanger,2.485774,59.1646233,,Recovery,HW,6790.0,
2026/02/13,Norway,2016.0,2.0,Production and processing of metals,2(b),NO.EEA/1228.0021.01.FACILITY,TiZir Titanium & Iron AS,Tyssedal,6.55428,60.1151352,,Disposal,NONHW,4030.0,
2026/02/13,Sweden,2019.0,4.0,Chemical industry,4(b)(i),SE.CAED/10018983.Facility,Nouryon Pulp and Performance Chemicals AB (Eka),BOHUS,12.01023,57.85332,,Recovery,HW,964.0,
2026/02/13,Sweden,2007.0,5.0,Waste and wastewater management,5(d),SE.CAED/10024618.Facility,S Sunderbyn avfallsanläggning,SÖDRA SUNDERBYN,21.9724,65.66891,,Disposal,HW,137.0,
2026/02/13,Norway,2008.0,5.0,Waste and wastewater management,5(a),NO.EEA/1160.0017.01.FACILITY,AF Offshore Decom Miljøbase Vats,Nedre Vats,5.747131,59.439476,,Disposal,HW,805.0,
2026/02/13,Sweden,2016.0,1.0,Energy sector,1(c),SE.CAED/10022232.Facility,Djupedsverket,HUDIKSVALL,17.14215,61.72024,,Recovery,NONHW,2660.0,
2026/02/13,Sweden,2014.0,1.0,Energy sector,1(c),SE.CAED/10020475.Facility,Hedenverket,KARLSTAD,13.57206,59.38647,,Recovery,HW,99.0,
2026/02/13,Sweden,2012.0,1.0,Energy sector,1(c),SE.CAED/10024480.Facility,Gällivare Energi AB,GÄLLIVARE,20.64545,67.14853,,Disposal,NONHW,4050.0,
2026/02/13,Sweden,2020.0,4.0,Chemical industry,4(e),SE.CAED/10014830.Facility,Pfizer Health AB,STRÄNGNÄS,17.03589,59.35787,,Recovery,HW,1200.0,
2026/02/13,Norway,2011.0,5.0,Waste and wastewater management,5(c),NO.EEA/192089.FACILITY,Stena Recycling AS  filial Skien,Skien,9.568999,59.1212845,,Disposal,NONHW,8250.0,
2026/02/13,Sweden,2016.0,8.0,Animal and vegetable products from the food and beverage sector,8(b),SE.CAED/10018884.Facility,Orkla Foods Sverige AB (fd Abba Seafood AB Hagaberg),KUNGSHAMN,11.24684,58.37024,,Disposal,HW,1.14,
2026/02/13,Denmark,2008.0,2.0,Production and processing of metals,2(f),DK.EEA/3939.FACILITY,MICRO MATIC A/S,Odense SV,10.326711131616,55.3616783876346,,Disposal,HW,274.0,
2026/02/13,Sweden,2021.0,6.0,Paper and wood production and processing,6(a),SE.CAED/10014170.Facility,HALLSTA PAPPERSBRUK,HALLSTAVIK,18.5925,60.06177,,Recovery,HW,13.0,
2026/02/13,Sweden,2020.0,5.0,Waste and wastewater management,5(d),SE.CAED/10021867.Facility,Björnhyttans Avfallsanläggning,LUDVIKA,15.02765,60.13264,,Recovery,NONHW,12300.0,
2026/02/13,Sweden,2020.0,1.0,Energy sector,1(c),SE.CAED/10021702.Facility,Västermalmsverket,FALUN,15.61128,60.6078,,Recovery,NONHW,5410.0,
2026/02/13,Sweden,2022.0,4.0,Chemical industry,4(e),SE.CAED/10014099.Facility,Ardena Södertälje AB,Södertälje,17.65138,59.17169,,Disposal,HW,324.0,
2026/02/13,Sweden,2009.0,6.0,Paper and wood production and processing,6(a),SE.CAED/10021000.Facility,Billerud Rockhammar AB,FRÖVI,15.44715,59.52852,,Disposal,HW,16.3,
2026/02/13,Sweden,2007.0,9.0,Other activities,9(c),SE.CAED/10017855.Facility,Printagon Graphics AB,HELSINGBORG,12.73763,56.00888,,Recovery,HW,12.9,
2026/02/13,Sweden,2008.0,4.0,Chemical industry,4(a)(ii),SE.CAED/10022508.Facility,SEKAB Biofuels and Chemicals AB,ÖRNSKÖLDSVIK,18.70132,63.27057,,Recovery,HW,0.43,
2026/02/13,Denmark,2010.0,2.0,Production and processing of metals,2(f),DK.CAED/000077011.FACILITY,Galvanotek A/S,Bjerringbro,9.672061124576569,56.3964579164781,,Disposal,HW,11.0,
2026/02/13,Sweden,2020.0,5.0,Waste and wastewater management,5(d),SE.CAED/10017800.Facility,Lundåkrabuktens avfallsanläggning,LANDSKRONA,12.86207,55.86186,,Recovery,NONHW,49300.0,
2026/02/13,Sweden,2021.0,1.0,Energy sector,1(c),SE.CAED/10022115.Facility,Bomhus Energi,GÄVLE,17.2693,60.6839,,Recovery,NONHW,9610.0,
2026/02/13,Norway,2017.0,2.0,Production and processing of metals,2(d),NO.EEA/0106.0056.01.FACILITY,Jøtul AS,Kråkerøy,10.9057674,59.19838,,Recovery,NONHW,3350.0,
2026/02/13,Norway,2015.0,8.0,Animal and vegetable products from the food and beverage sector,8(b)(i),NO.EEA/0125.0013.01.FACILITY,NORTURA SA AVD HÆRLAND,Hærland,11.4220552,59.5462532,,Recovery,NONHW,32900.0,
2026/02/13,Sweden,2007.0,2.0,Production and processing of metals,2(f),SE.EEA/0484-109.FACILITY,Anodic Ytbehandling AB,ESKILSTUNA,16.4947723069925,59.378455483139,,Disposal,HW,14.7,
2026/02/13,Sweden,2011.0,9.0,Other activities,9(c),SE.CAED/10020419.Facility,Tetra Pak Sunne,SUNNE,13.15336,59.85262,,Recovery,HW,116.0,
2026/02/13,Denmark,2020.0,5.0,Waste and wastewater management,5(b),DK.CAED/000105551.FACILITY,I/S Norfors,Hørsholm,12.492612283553996,55.90108898168228,,Recovery,HW,3563.03,
2026/02/13,Denmark,2017.0,5.0,Waste and wastewater management,5(b),DK.CAED/000105671.FACILITY,Nordværk I/S - Energianlæg Aalborg,Aalborg Øst,10.015705127396204,57.024513639095474,,Recovery,NONHW,36422.3,
2026/02/13,Denmark,2014.0,3.0,Mineral industry,3(e),DK.CAED/000105785.FACILITY,ARDAGH GLASS HOLMEGAARD A/S,Holmegaard,11.816781014723745,55.286522160169966,,Recovery,HW,3125.8,
2026/02/13,Sweden,2015.0,4.0,Chemical industry,4(a)(viii),SE.CAED/10022492.Facility,Nouryon Functional chemicals AB,ÖRNSKÖLDSVIK,18.70001,63.27019,,Disposal,HW,1.8,
2026/02/13,Denmark,2019.0,5.0,Waste and wastewater management,5(b),DK.CAED/000105671.FACILITY,Nordværk I/S - Energianlæg Aalborg,Aalborg Øst,10.015705127396204,57.024513639095474,,Recovery,HW,4268.0,
2026/02/13,Denmark,2007.0,1.0,Energy sector,1(c),DK.CAED/000071770.FACILITY,VIBORG VARME PRODUKTION A/S,Viborg,9.414888628361776,56.47387978075634,,Disposal,HW,36.0,
2026/02/13,Sweden,2011.0,6.0,Paper and wood production and processing,6(a),SE.CAED/10022449.Facility,Mondi Dynäs AB,VÄJA,17.7151,62.97543,,Disposal,NONHW,12900.0,
2026/02/13,Sweden,2007.0,1.0,Energy sector,1(c),SE.CAED/10015102.Facility,Händelöverket,NORRKÖPING,16.23333,58.61956,,Recovery,NONHW,5960.0,
2026/02/13,Sweden,2011.0,2.0,Production and processing of metals,2(d),SE.CAED/10014711.Facility,SKF Mekan AB,KATRINEHOLM,16.19833,58.99565,,Recovery,NONHW,2540.0,
2026/02/13,Sweden,2008.0,5.0,Waste and wastewater management,5(d),SE.CAED/10015012.Facility,Gärstad avfallsanläggning,LINKÖPING,15.65288,58.43914,,Disposal,HW,3080.0,
2026/02/13,Sweden,2017.0,1.0,Energy sector,1(c),SE.CAED/10014121.Facility,Igelsta kraftvärmeverk,SÖDERTÄLJE,17.66523,59.17748,,Recovery,NONHW,7120.0,
2026/02/13,Norway,2008.0,6.0,Paper and wood production and processing,6(a),NO.EEA/0815.0026.01.FACILITY,Vafos Pulp,KRAGERØ,9.337833,58.895462,,Recovery,HW,16.4,
2026/02/13,Sweden,2008.0,8.0,Animal and vegetable products from the food and beverage sector,8(b),SE.CAED/10019305.Facility,Gunnar Dafgård AB,KÄLLBY,13.29552,58.51161,,Recovery,NONHW,5360.0,
2026/02/13,Sweden,2023.0,2.0,Production and processing of metals,2(f),SE.CAED/10023689.Facility,Ålö AB,UMEÅ,20.06871,63.87898,,Disposal,HW,92.606,
2026/02/13,Sweden,2023.0,1.0,Energy sector,1(c),SE.CAED/10019896.Facility,Ryaverket,BORÅS,12.92871,57.72856,,Disposal,HW,2460.0,
2026/02/13,Sweden,2019.0,4.0,Chemical industry,4(a)(iv),SE.CAED/10018828.Facility,Nouryon Functional Chemicals,STENUNGSUND,11.8277,58.08894,,Recovery,HW,1090.0,
2026/02/13,Sweden,2011.0,5.0,Waste and wastewater management,5(a),SE.CAED/10014587.Facility,Nammo Sweden AB,VINGÅKER,15.95202,58.96052,,Disposal,HW,30.0,
2026/02/13,Sweden,2014.0,6.0,Paper and wood production and processing,6(a),SE.CAED/10015965.Facility,Lessebo Bruk,LESSEBO,15.2718,56.74739,,Recovery,NONHW,2570.0,
2026/02/13,Sweden,2021.0,9.0,Other activities,9(c),SE.CAED/10016092.Facility,IKEA Industry Älmhult AB (fd Swedwood),ÄLMHULT,14.13771,56.53277,,Recovery,HW,340.0,
2026/02/13,Sweden,2022.0,5.0,Waste and wastewater management,5(a),SE.CAED/10024578.Facility,Ragn-Sells AB Uddeboanläggningen,LULEÅ,22.23396,65.54992,,Disposal,HW,4770.0,
2026/02/13,Sweden,2010.0,5.0,Waste and wastewater management,5(d),SE.CAED/10017464.Facility,Åsens Avfallsanläggning,NÄSUM,14.50384,56.1479,,Recovery,HW,199.0,
2026/02/13,Sweden,2009.0,4.0,Chemical industry,4(b)(i),SE.CAED/10014518.Facility,Gimoverken,GIMO,18.18833,60.18025,,Disposal,HW,726.0,
2026/02/13,Sweden,2016.0,5.0,Waste and wastewater management,5(a),SE.CAED/10023059.Facility,Lundstams Östersund,ÖSTERSUND,14.64152,63.20709,,Disposal,HW,1080.0,
2026/02/13,Denmark,2017.0,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000068116.FACILITY,Danish Crown A/S - Horsens,Horsens,9.827559859910572,55.916708654025896,,Disposal,HW,14.4,
2026/02/13,Sweden,2019.0,2.0,Production and processing of metals,2(e)(ii),SE.CAED/10017834.Facility,Elcowire AB,HELSINGBORG,12.74017,56.00802,,Disposal,HW,584.0,
2026/02/13,Sweden,2013.0,5.0,Waste and wastewater management,5(b),SE.CAED/10021327.Facility,Norsaverkets avfallsförbrännin,KÖPING,16.02801,59.50316,,Disposal,HW,111.0,
2026/02/13,Sweden,2015.0,4.0,Chemical industry,4(e),SE.CAED/10019737.Facility,Bohus Biotech AB,STRÖMSTAD,11.17648,58.93084,,Recovery,HW,239.0,
2026/02/13,Norway,2014.0,4.0,Chemical industry,4(b)(ii),NO.EEA/1576.0023.01.FACILITY,Equinor ASA avd.Tjeldbergodden Metanolfabrikk,Kjørsvikbugen,8.68502,63.4124222,,Disposal,HW,1.81,
2026/02/13,Sweden,2015.0,1.0,Energy sector,1(c),SE.CAED/10014983.Facility,Kraftvärmeverket i Linköping,LINKÖPING,15.62498,58.41941,,Recovery,HW,944.5,
2026/02/13,Norway,2013.0,6.0,Paper and wood production and processing,6(a),NO.EEA/0628.0008.01.FACILITY,Sødra Cell Tofte,Oslo,10.5664406,59.54685,,Recovery,HW,2.13,
2026/02/13,Sweden,2014.0,2.0,Production and processing of metals,2(f),SE.CAED/10021334.Facility,Arboga Hårdkrom AB,ARBOGA,15.81299,59.40102,,Disposal,HW,47.7,
2026/02/13,Denmark,2017.0,4.0,Chemical industry,4(e),DK.CAED/000110610.FACILITY,Xellia Pharmaceuticals ApS,København S,12.60524866100344,55.66710713738545,,Recovery,HW,406.0,
2026/02/13,Norway,2016.0,5.0,Waste and wastewater management,5(d),NO.EEA/0716.0005.01.FACILITY,NOAH Langøya,Holmestrand,10.3850107,59.49039,,Recovery,HW,50.0,
2026/02/13,Sweden,2013.0,5.0,Waste and wastewater management,5(d),SE.CAED/10021821.Facility,KARLSLUNDS AVFALLSANLÄGGNING,AVESTA,16.17724,60.17662,,Disposal,HW,440.0,
2026/02/13,Denmark,2007.0,8.0,Animal and vegetable products from the food and beverage sector,8(b),DK.EEA/6742.FACILITY,Rynkeby Foods,Ringe,10.474460454625,55.2330435871302,,Disposal,NONHW,10.0,
2026/02/13,Sweden,2011.0,9.0,Other activities,9(c),SE.CAED/10015912.Facility,Elitfönster Produktion AB (fd Inwido),LENHOVDA,15.29522,56.99194,,Disposal,HW,70.0,
2026/02/13,Sweden,2021.0,2.0,Production and processing of metals,2(f),SE.CAED/10015805.Facility,Hydro Extrusion Sweden AB Brogårdsfabriken,VETLANDA,15.0747,57.41469,,Disposal,NONHW,430.0,
2026/02/13,Norway,2017.0,3.0,Mineral industry,3(c)(i),NO.EEA/0805.0028.01.FACILITY,Norcem Brevik,Brevik,9.68933,59.06192,,Disposal,HW,31.7,
2026/02/13,Sweden,2011.0,5.0,Waste and wastewater management,5(d),SE.CAED/10016656.Facility,Storskogens avfallsanläggning,OSKARSHAMN,16.42209,57.23751,,Recovery,HW,237.0,
2026/02/13,Sweden,2024.0,2.0,Production and processing of metals,2(f),SE.CAED/10021062.Facility,Surahammars Bruk AB,SURAHAMMAR,16.21007,59.70411,,Disposal,HW,1.0,
2026/02/13,Norway,2016.0,3.0,Mineral industry,3(a),NO.EEA/0000.0003.01.FACILITY,Draugen,Kristiansund N,7.780844,64.3529358,,Recovery,HW,166.0,
2026/02/13,Denmark,2009.0,4.0,Chemical industry,4(a),DK.EEA/1015.FACILITY,Coloplast A/S,Espergærde,12.532701527469,55.9939551554921,,Disposal,HW,96.0,
2026/02/13,Sweden,2023.0,5.0,Waste and wastewater management,5(d),SE.CAED/10017575.Facility,NSR återvinningsanläggning Åstorp,NYVÅNG,12.91285,56.13648,,Recovery,NONHW,3808.0,
2026/02/13,Norway,2017.0,1.0,Energy sector,1(a),NO.EEA/1146.0004.01.FACILITY,Gassco Kårstø,Tysværvåg,5.512849,59.27473,,Disposal,NONHW,88.0,
2026/02/13,Denmark,2013.0,4.0,Chemical industry,4(e),DK.EEA/4418.FACILITY,Novo Nordisk A/S,Kalundborg          ,11.1214459053295,55.6711893776739,,Recovery,NONHW,66500.0,
2026/02/13,Denmark,2024.0,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000106345.FACILITY,Danish Crown A/S - Herning,Herning,8.982234602012426,56.13338212441042,,Recovery,HW,2.88,
2026/02/13,Sweden,2016.0,4.0,Chemical industry,4(a),SE.CAED/10022355.Facility,Nouryon Surface Chemistry AB,Sundsvall,17.35454,62.33314,,Disposal,HW,1000.0,
2026/02/13,Denmark,2008.0,5.0,Waste and wastewater management,5(d),DK.EEA/3746.FACILITY,Affaldscenter Rom I/S,Lemvig,8.32177661001878,56.5165622571379,,Disposal,HW,11100.0,
