PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,EPRTRAnnexIMainActivity,FacilityInspireId,facilityName,city,Longitude,Latitude,addressConfidentialityReason,Pollutant,transfers,confidentialityReason
2026/02/13,Denmark,2007,2.0,Production and processing of metals,2(f),DK.CAED/000106286.FACILITY,Pri-Dana Elektronik A/S,Hedensted,9.689376048457127,55.76188378857445,,Copper and compounds (as Cu),75.5,
2026/02/13,Denmark,2007,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.EEA/1220.FACILITY,DANISH CROWN AMBA,Skive,9.03530804109705,56.5624035236915,,Total nitrogen,75000.0,
2026/02/13,Denmark,2007,8.0,Animal and vegetable products from the food and beverage sector,8(b),DK.EEA/923.FACILITY,Carlsberg A/S,København V,12.5376066567492,55.6648324357753,,Total organic carbon(as total C or COD/3) (TOC),2130000.0,
2026/02/13,Denmark,2007,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000097349.FACILITY,"Arla Foods Ingredients Group P/S, Danmark Protein",Videbæk,8.668409620486985,56.049655953378576,,Total nitrogen,150000.0,
2026/02/13,Denmark,2008,,,,DK.CAED/000106455.FACILITY,Novozymes A/S Hillerødgade,København N,12.534338938310867,55.69696779631953,,Total phosphorus,13000.0,
2026/02/13,Denmark,2008,9.0,Other activities,9(a),DK.EEA/6128.FACILITY,Trevira Neckelmann A/S,Silkeborg,9.5601228754577,56.1887279019294,,Total organic carbon(as total C or COD/3) (TOC),134000.0,
2026/02/13,Denmark,2009,,,,DK.CAED/000106455.FACILITY,Novozymes A/S Hillerødgade,København N,12.534338938310867,55.69696779631953,,Total organic carbon(as total C or COD/3) (TOC),191000.0,
2026/02/13,Denmark,2009,4.0,Chemical industry,4(a),DK.EEA/4789.FACILITY,pK Chemicals AS Køge,Køge,12.1919267385629,55.4862256985362,,Total organic carbon(as total C or COD/3) (TOC),388000.0,
2026/02/13,Denmark,2009,4.0,Chemical industry,4(e),DK.EEA/4418.FACILITY,Novo Nordisk A/S,Kalundborg          ,11.1214459053295,55.6711893776739,,Total organic carbon(as total C or COD/3) (TOC),74300.0,
2026/02/13,Denmark,2009,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000099498.FACILITY,Arla Foods Amba Slagelse Mejericenter,Slagelse,11.32950445080781,55.39713544292277,,Total organic carbon(as total C or COD/3) (TOC),267000.0,
2026/02/13,Denmark,2011,4.0,Chemical industry,4(e),DK.CAED/000104565.FACILITY,H. Lundbeck A/S,Nykøbing Sj,11.509317235208805,55.943369885765065,,Total organic carbon(as total C or COD/3) (TOC),55800.0,
2026/02/13,Denmark,2011,5.0,Waste and wastewater management,5(e),DK.EEA/2458.FACILITY,Hanstholm Fiskemelfabrik A/S,Hanstholm           ,8.62212659807449,57.1232496984237,,Total organic carbon(as total C or COD/3) (TOC),67900.0,
2026/02/13,Denmark,2011,8.0,Animal and vegetable products from the food and beverage sector,8(b),DK.EEA/6146.FACILITY,Carlsberg Danmark A/S             Tuborg FB/Terminal Vest/Fredericia,Fredericia          ,9.72853900268673,55.5846797169089,,Total organic carbon(as total C or COD/3) (TOC),1920000.0,
2026/02/13,Denmark,2012,1.0,Energy sector,1(a),DK.CAED/000112739.FACILITY,Crossbridge Energy Fredericia A/S,Fredericia,9.7524233697535,55.5912278550192,,Phenols (as total C),700.0,
2026/02/13,Denmark,2012,1.0,Energy sector,1(a),DK.CAED/000112739.FACILITY,Crossbridge Energy Fredericia A/S,Fredericia,9.7524233697535,55.5912278550192,,Total nitrogen,112000.0,
2026/02/13,Denmark,2012,5.0,Waste and wastewater management,5(a),DK.CAED/000105733.FACILITY,Fortum Waste Solutions A/S,Nyborg,10.813663958426533,55.30361417134788,,Chlorides (as total Cl),2370000.0,
2026/02/13,Denmark,2012,8.0,Animal and vegetable products from the food and beverage sector,8(b),DK.EEA/1561.FACILITY,SKAGERAK PELAGIC A/S,Skagen              ,10.6010144278465,57.7230169073211,,Total organic carbon(as total C or COD/3) (TOC),70500.0,
2026/02/13,Denmark,2012,8.0,Animal and vegetable products from the food and beverage sector,8(b),DK.EEA/7931.FACILITY,Danish Crown A/S,Faaborg,10.237958235733,55.0960336531724,,Total organic carbon(as total C or COD/3) (TOC),55000.0,
2026/02/13,Denmark,2012,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000099498.FACILITY,Arla Foods Amba Slagelse Mejericenter,Slagelse,11.32950445080781,55.39713544292277,,Total organic carbon(as total C or COD/3) (TOC),259000.0,
2026/02/13,Denmark,2013,5.0,Waste and wastewater management,5(b),DK.EEA/6458.FACILITY,"I/S VESTFORBRÆNDING, GLOSTRUP",Glostrup            ,12.4216820860102,55.7066139939913,,Chlorides (as total Cl),2120000.0,
2026/02/13,Denmark,2013,8.0,Animal and vegetable products from the food and beverage sector,8(b),DK.EEA/6146.FACILITY,Carlsberg Danmark A/S             Tuborg FB/Terminal Vest/Fredericia,Fredericia          ,9.72853900268673,55.5846797169089,,Total phosphorus,27000.0,
2026/02/13,Denmark,2013,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000100861.FACILITY,Arla Foods Amba Holstebro Mejeri,Holstebro,8.622084500915193,56.381060163596274,,Total organic carbon(as total C or COD/3) (TOC),204000.0,
2026/02/13,Denmark,2014,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.EEA/5545.FACILITY,Tican Fresh Meat A/S,Thisted             ,8.70069014671983,56.9536559894704,,Total phosphorus,10400.0,
2026/02/13,Denmark,2014,8.0,Animal and vegetable products from the food and beverage sector,8(b),DK.EEA/6146.FACILITY,Carlsberg Danmark A/S             Tuborg FB/Terminal Vest/Fredericia,Fredericia          ,9.72853900268673,55.5846797169089,,Total organic carbon(as total C or COD/3) (TOC),1490000.0,
2026/02/13,Denmark,2015,1.0,Energy sector,1(a),DK.CAED/000112739.FACILITY,Crossbridge Energy Fredericia A/S,Fredericia,9.7524233697535,55.5912278550192,,Phenols (as total C),143.0,
2026/02/13,Denmark,2015,4.0,Chemical industry,4(a),DK.EEA/4391.FACILITY,Novozymes A/S,Kalundborg          ,11.1214459053295,55.6711893776739,,Total organic carbon(as total C or COD/3) (TOC),116000.0,
2026/02/13,Denmark,2015,5.0,Waste and wastewater management,5(a),DK.CAED/000105733.FACILITY,Fortum Waste Solutions A/S,Nyborg,10.813663958426533,55.30361417134788,,Chlorides (as total Cl),2840000.0,
2026/02/13,Denmark,2015,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000068116.FACILITY,Danish Crown A/S - Horsens,Horsens,9.827559859910572,55.916708654025896,,Total phosphorus,64200.0,
2026/02/13,Denmark,2015,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.EEA/5545.FACILITY,Tican Fresh Meat A/S,Thisted             ,8.70069014671983,56.9536559894704,,Total organic carbon(as total C or COD/3) (TOC),403000.0,
2026/02/13,Denmark,2015,8.0,Animal and vegetable products from the food and beverage sector,8(b),DK.EEA/7931.FACILITY,Danish Crown A/S,Faaborg,10.237958235733,55.0960336531724,,Total organic carbon(as total C or COD/3) (TOC),74500.0,
2026/02/13,Denmark,2015,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000057720.FACILITY,Arla Foods Amba Hoco,Holstebro,8.612402750601996,56.348949273237885,,Total organic carbon(as total C or COD/3) (TOC),308000.0,
2026/02/13,Denmark,2015,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000099498.FACILITY,Arla Foods Amba Slagelse Mejericenter,Slagelse,11.32950445080781,55.39713544292277,,Total organic carbon(as total C or COD/3) (TOC),230000.0,
2026/02/13,Denmark,2016,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000100861.FACILITY,Arla Foods Amba Holstebro Mejeri,Holstebro,8.622084500915193,56.381060163596274,,Total organic carbon(as total C or COD/3) (TOC),248000.0,
2026/02/13,Denmark,2016,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000101004.FACILITY,Arla Foods Amba Taulov Mejeri,Fredericia,9.644718891387914,55.53611999660714,,Total nitrogen,67000.0,
2026/02/13,Denmark,2017,4.0,Chemical industry,4(e),DK.CAED/000106228.FACILITY,Novo Nordisk A/S Bagsværd,Bagsværd,12.455185160613674,55.75455486519827,,Octylphenols and Octylphenol ethoxylates,16.0,
2026/02/13,Denmark,2017,6.0,Paper and wood production and processing,6(b),DK.CAED/000097766.FACILITY,Kronospan APS  Novopan Træindustri A-S,Ryomgård,10.417178293410895,56.38855876748742,,Nonylphenol and Nonylphenol ethoxylates,10.0,
2026/02/13,Denmark,2017,6.0,Paper and wood production and processing,6(b),DK.CAED/000097766.FACILITY,Kronospan APS  Novopan Træindustri A-S,Ryomgård,10.417178293410895,56.38855876748742,,PCDD + PCDF (dioxins + furans) (as Teq),0.679,
2026/02/13,Denmark,2017,8.0,Animal and vegetable products from the food and beverage sector,8(b)(i),DK.CAED/000086087.FACILITY,Danish Crown A/S,Vejle,9.569020339874022,55.73512988471337,,Total organic carbon(as total C or COD/3) (TOC),80600.0,
2026/02/13,Denmark,2017,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000057720.FACILITY,Arla Foods Amba Hoco,Holstebro,8.612402750601996,56.348949273237885,,Total phosphorus,26300.0,
2026/02/13,Denmark,2018,1.0,Energy sector,1(c),DK.CAED/000082980.FACILITY,Verdo Produktion A/S,Randers NØ,10.04739991097117,56.45801425221483,,Copper and compounds (as Cu),0.124,
2026/02/13,Denmark,2018,5.0,Waste and wastewater management,5(a),DK.CAED/000105733.FACILITY,Fortum Waste Solutions A/S,Nyborg,10.813663958426533,55.30361417134788,,Chlorides (as total Cl),2460000.0,
2026/02/13,Denmark,2018,5.0,Waste and wastewater management,5(b),DK.CAED/000105540.FACILITY,THISTED VARMEFORSYNING A M B A,Thisted,8.712067013143768,56.965031400016414,,Nickel and compounds (as Ni),0.2026,
2026/02/13,Denmark,2018,5.0,Waste and wastewater management,5(b),DK.CAED/000105754.FACILITY,Kredsløb Energianlæg Skanderborg,Skanderborg,9.943225277695278,56.05186236469253,,Mercury and compounds (as Hg),0.025,
2026/02/13,Denmark,2018,5.0,Waste and wastewater management,5(d),DK.CAED/000065911.FACILITY,I/S Skovsted Losseplads,Thisted,8.770659255290061,57.010083044314754,,Chromium and compounds (as Cr),0.27897,
2026/02/13,Denmark,2018,5.0,Waste and wastewater management,5(d),DK.CAED/000104750.FACILITY,Vestfyns Affalds og Deponeringsanlæg I/S §60 selsk,Middelfart,9.825179250121924,55.50721329915387,,Lead and compounds (as Pb),0.363,
2026/02/13,Denmark,2018,5.0,Waste and wastewater management,5(d),DK.CAED/000105673.FACILITY,Klintholm I/S,Hesselager,10.797981688537549,55.18354327536586,,Nickel and compounds (as Ni),0.67,
2026/02/13,Denmark,2018,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000068116.FACILITY,Danish Crown A/S - Horsens,Horsens,9.827559859910572,55.916708654025896,,Total phosphorus,19514.0,
2026/02/13,Denmark,2018,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000057720.FACILITY,Arla Foods Amba Hoco,Holstebro,8.612402750601996,56.348949273237885,,Total organic carbon(as total C or COD/3) (TOC),230610.0,
2026/02/13,Denmark,2018,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000061869.FACILITY,Arla Foods Amba Hobro Mejericenter,Hobro,9.778641841733846,56.63703104917051,,Total organic carbon(as total C or COD/3) (TOC),83740.0,
2026/02/13,Denmark,2018,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000099498.FACILITY,Arla Foods Amba Slagelse Mejericenter,Slagelse,11.32950445080781,55.39713544292277,,Total organic carbon(as total C or COD/3) (TOC),297941.0,
2026/02/13,Denmark,2019,,,,DK.CAED/000106455.FACILITY,Novozymes A/S Hillerødgade,København N,12.534338938310867,55.69696779631953,,Total nitrogen,69000.0,
2026/02/13,Denmark,2019,4.0,Chemical industry,4(a),DK.CAED/000106428.FACILITY,Novozymes A/S Kalundborg,Kalundborg,11.120720314030937,55.67076245284729,,Total phosphorus,11622.0,
2026/02/13,Denmark,2019,4.0,Chemical industry,4(e),DK.CAED/000082879.FACILITY,"LEO PHARMA A/S, Esbjerg",Esbjerg Ø,8.493504921856747,55.45760001487737,,Total organic carbon(as total C or COD/3) (TOC),41000.0,
2026/02/13,Denmark,2019,4.0,Chemical industry,4(e),DK.CAED/000110610.FACILITY,Xellia Pharmaceuticals ApS,København S,12.60524866100344,55.66710713738545,,Total organic carbon(as total C or COD/3) (TOC),1097269.3,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(b),DK.CAED/000105690.FACILITY,I/S Argo – Roskilde Kraftvarmeværk,Roskilde,12.121064458687345,55.6409004570574,,Chromium and compounds (as Cr),0.19,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(b),DK.CAED/000105754.FACILITY,Kredsløb Energianlæg Skanderborg,Skanderborg,9.943225277695278,56.05186236469253,,Copper and compounds (as Cu),0.016,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(d),DK.CAED/000104750.FACILITY,Vestfyns Affalds og Deponeringsanlæg I/S §60 selsk,Middelfart,9.825179250121924,55.50721329915387,,Phenols (as total C),0.1212,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(d),DK.CAED/000106215.FACILITY,Feltengård Losseplads,Hadsten,10.044083456423309,56.36013347221055,,Nickel and compounds (as Ni),0.69,
2026/02/13,Denmark,2019,6.0,Paper and wood production and processing,6(b),DK.CAED/000097766.FACILITY,Kronospan APS  Novopan Træindustri A-S,Ryomgård,10.417178293410895,56.38855876748742,,Chromium and compounds (as Cr),3.6,
2026/02/13,Denmark,2019,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),DK.CAED/000107307.FACILITY,ROYAL UNIBREW A/S Albani Bryggerierne A/S,Odense C,10.397651300649986,55.395963210555806,,Total nitrogen,12286.0,
2026/02/13,Denmark,2019,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000100861.FACILITY,Arla Foods Amba Holstebro Mejeri,Holstebro,8.622084500915193,56.381060163596274,,Total organic carbon(as total C or COD/3) (TOC),200341.0,
2026/02/13,Denmark,2020,1.0,Energy sector,1(c),DK.CAED/000082980.FACILITY,Verdo Produktion A/S,Randers NØ,10.04739991097117,56.45801425221483,,Zinc and compounds (as Zn),1.1,
2026/02/13,Denmark,2020,2.0,Production and processing of metals,2(f),DK.CAED/000098004.FACILITY,MIDTJYDSK FORNIKLING OG FORCHROMNING A/S,Herning,8.932320708357624,56.12642054861472,,Nickel and compounds (as Ni),0.3,
2026/02/13,Denmark,2020,4.0,Chemical industry,4(e),DK.CAED/000105247.FACILITY,AGC BIOLOGICS A/S,Søborg,12.478373452338078,55.73507381939273,,Total organic carbon(as total C or COD/3) (TOC),0.0,
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,5(b),DK.CAED/000105324.FACILITY,"Kredsløb, Affaldsenergi A/S",Aarhus N,10.157105017075976,56.22760187938795,,Total phosphorus,155.8,
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,5(b),DK.CAED/000105540.FACILITY,THISTED VARMEFORSYNING A M B A,Thisted,8.712067013143768,56.965031400016414,,Arsenic and compounds (as As),0.015922,
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,5(b),DK.CAED/000105787.FACILITY,Svendborg Kraftvarme P/S,Svendborg,10.608578025004949,55.05991919297627,,Zinc and compounds (as Zn),1.186,
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,5(d),DK.CAED/000104577.FACILITY,Miljøanlæg Ravnshøj,Frederikshavn,10.447359696919843,57.45071755373301,,Arsenic and compounds (as As),2.56,
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,5(d),DK.CAED/000104750.FACILITY,Vestfyns Affalds og Deponeringsanlæg I/S §60 selsk,Middelfart,9.825179250121924,55.50721329915387,,Arsenic and compounds (as As),1.47,
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,5(d),DK.CAED/000104750.FACILITY,Vestfyns Affalds og Deponeringsanlæg I/S §60 selsk,Middelfart,9.825179250121924,55.50721329915387,,Chlorides (as total Cl),27536.0,
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,5(d),DK.CAED/000104750.FACILITY,Vestfyns Affalds og Deponeringsanlæg I/S §60 selsk,Middelfart,9.825179250121924,55.50721329915387,,Zinc and compounds (as Zn),13.3378,
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,5(d),DK.CAED/000106078.FACILITY,"Affaldscenter Skårup, Renosyd I/S",Skanderborg,9.973683976149427,56.02704649995666,,Total nitrogen,2603.0,
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,5(d),DK.CAED/000106109.FACILITY,Affaldscenter Tandskov,Silkeborg,9.465064093174304,56.23058232845111,,Copper and compounds (as Cu),0.452,
2026/02/13,Denmark,2020,6.0,Paper and wood production and processing,6(b),DK.CAED/000097766.FACILITY,Kronospan APS  Novopan Træindustri A-S,Ryomgård,10.417178293410895,56.38855876748742,,Nonylphenol and Nonylphenol ethoxylates,0.0,
2026/02/13,Denmark,2020,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000106349.FACILITY,Danish Crown A/S - Rønne,Rønne,14.703829500060491,55.11227135528969,,Total organic carbon(as total C or COD/3) (TOC),205403.0,
2026/02/13,Denmark,2020,8.0,Animal and vegetable products from the food and beverage sector,8(b)(i),DK.CAED/000101006.FACILITY,TripleNine Thyborøn A/S,Thyborøn,8.219700651475529,56.69904949260843,,Total nitrogen,276564.0,
2026/02/13,Denmark,2020,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000057720.FACILITY,Arla Foods Amba Hoco,Holstebro,8.612402750601996,56.348949273237885,,Total phosphorus,17859.0,
2026/02/13,Denmark,2020,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000067039.FACILITY,Arla Foods Amba Holstebro Flødeost,Holstebro,8.621703820130875,56.38282148474352,,Total organic carbon(as total C or COD/3) (TOC),0.0,
2026/02/13,Denmark,2021,1.0,Energy sector,1(c),DK.CAED/000082980.FACILITY,Verdo Produktion A/S,Randers NØ,10.04739991097117,56.45801425221483,,Copper and compounds (as Cu),0.182,
2026/02/13,Denmark,2021,1.0,Energy sector,1(c),DK.CAED/000095432.FACILITY,HOFOR - Amagerværket,København S,12.626106879399748,55.68459741582288,,Lead and compounds (as Pb),0.0,
2026/02/13,Denmark,2021,4.0,Chemical industry,4(a)(i),DK.CAED/000082853.FACILITY,KOPPERS DENMARK ApS,Nyborg,10.784585518805365,55.30158521022532,,Mercury and compounds (as Hg),0.0,
2026/02/13,Denmark,2021,4.0,Chemical industry,4(a)(i),DK.CAED/000082853.FACILITY,KOPPERS DENMARK ApS,Nyborg,10.784585518805365,55.30158521022532,,Polycyclic aromatic hydrocarbons (PAHs),249.0,
2026/02/13,Denmark,2021,4.0,Chemical industry,4(e),DK.CAED/000110610.FACILITY,Xellia Pharmaceuticals ApS,København S,12.60524866100344,55.66710713738545,,Chlorides (as total Cl),341829.92,
2026/02/13,Denmark,2021,5.0,Waste and wastewater management,5(a),DK.CAED/000105733.FACILITY,Fortum Waste Solutions A/S,Nyborg,10.813663958426533,55.30361417134788,,Chlorides (as total Cl),2990000.0,
2026/02/13,Denmark,2021,5.0,Waste and wastewater management,5(b),DK.CAED/000105754.FACILITY,Kredsløb Energianlæg Skanderborg,Skanderborg,9.943225277695278,56.05186236469253,,Mercury and compounds (as Hg),0.02,
2026/02/13,Denmark,2021,5.0,Waste and wastewater management,5(b),DK.CAED/000105787.FACILITY,Svendborg Kraftvarme P/S,Svendborg,10.608578025004949,55.05991919297627,,Lead and compounds (as Pb),0.148,
2026/02/13,Denmark,2021,5.0,Waste and wastewater management,5(d),DK.CAED/000104750.FACILITY,Vestfyns Affalds og Deponeringsanlæg I/S §60 selsk,Middelfart,9.825179250121924,55.50721329915387,,Lead and compounds (as Pb),1.9373,
2026/02/13,Denmark,2021,5.0,Waste and wastewater management,5(d),DK.CAED/000105673.FACILITY,Klintholm I/S,Hesselager,10.797981688537549,55.18354327536586,,Nickel and compounds (as Ni),0.391,
2026/02/13,Denmark,2021,5.0,Waste and wastewater management,5(d),DK.CAED/000106109.FACILITY,Affaldscenter Tandskov,Silkeborg,9.465064093174304,56.23058232845111,,Chromium and compounds (as Cr),0.273,
2026/02/13,Denmark,2021,5.0,Waste and wastewater management,5(d),DK.CAED/000106109.FACILITY,Affaldscenter Tandskov,Silkeborg,9.465064093174304,56.23058232845111,,Di-(2-ethyl hexyl) phthalate (DEHP),0.844,
2026/02/13,Denmark,2021,5.0,Waste and wastewater management,5(d),DK.CAED/000106109.FACILITY,Affaldscenter Tandskov,Silkeborg,9.465064093174304,56.23058232845111,,Ethyl benzene,0.0,
2026/02/13,Denmark,2021,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000068116.FACILITY,Danish Crown A/S - Horsens,Horsens,9.827559859910572,55.916708654025896,,Total phosphorus,0.0,
2026/02/13,Denmark,2021,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000106345.FACILITY,Danish Crown A/S - Herning,Herning,8.982234602012426,56.13338212441042,,Total organic carbon(as total C or COD/3) (TOC),563537.0,
2026/02/13,Denmark,2021,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),DK.CAED/000107307.FACILITY,ROYAL UNIBREW A/S Albani Bryggerierne A/S,Odense C,10.397651300649986,55.395963210555806,,Total phosphorus,5728.0,
2026/02/13,Denmark,2021,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000057720.FACILITY,Arla Foods Amba Hoco,Holstebro,8.612402750601996,56.348949273237885,,Total organic carbon(as total C or COD/3) (TOC),0.0,
2026/02/13,Denmark,2021,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000061869.FACILITY,Arla Foods Amba Hobro Mejericenter,Hobro,9.778641841733846,56.63703104917051,,Total organic carbon(as total C or COD/3) (TOC),127375.0,
2026/02/13,Denmark,2022,4.0,Chemical industry,4(e),DK.CAED/000105247.FACILITY,AGC BIOLOGICS A/S,Søborg,12.478373452338078,55.73507381939273,,Chlorides (as total Cl),0.0,
2026/02/13,Denmark,2022,4.0,Chemical industry,4(e),DK.CAED/000105247.FACILITY,AGC BIOLOGICS A/S,Søborg,12.478373452338078,55.73507381939273,,Total phosphorus,0.0,
2026/02/13,Denmark,2022,5.0,Waste and wastewater management,5(b),DK.CAED/000096764.FACILITY,"I/S Vestforbrænding, Glostrup",Glostrup,12.42220219858454,55.706479905675614,,Total organic carbon(as total C or COD/3) (TOC),0.0,
2026/02/13,Denmark,2022,5.0,Waste and wastewater management,5(b),DK.CAED/000105690.FACILITY,I/S Argo – Roskilde Kraftvarmeværk,Roskilde,12.121064458687345,55.6409004570574,,Chromium and compounds (as Cr),0.46,
2026/02/13,Denmark,2022,5.0,Waste and wastewater management,5(b),DK.CAED/000105690.FACILITY,I/S Argo – Roskilde Kraftvarmeværk,Roskilde,12.121064458687345,55.6409004570574,,Nickel and compounds (as Ni),1.249,
2026/02/13,Denmark,2022,5.0,Waste and wastewater management,5(b),DK.CAED/000105754.FACILITY,Kredsløb Energianlæg Skanderborg,Skanderborg,9.943225277695278,56.05186236469253,,Copper and compounds (as Cu),0.032,
2026/02/13,Denmark,2022,5.0,Waste and wastewater management,5(d),DK.CAED/000104750.FACILITY,Vestfyns Affalds og Deponeringsanlæg I/S §60 selsk,Middelfart,9.825179250121924,55.50721329915387,,Phenols (as total C),0.1232,
2026/02/13,Denmark,2022,5.0,Waste and wastewater management,5(d),DK.CAED/000106078.FACILITY,"Affaldscenter Skårup, Renosyd I/S",Skanderborg,9.973683976149427,56.02704649995666,,Mercury and compounds (as Hg),0.00206,
2026/02/13,Denmark,2022,5.0,Waste and wastewater management,5(d),DK.CAED/000106109.FACILITY,Affaldscenter Tandskov,Silkeborg,9.465064093174304,56.23058232845111,,Benzene,0.0,
2026/02/13,Denmark,2022,5.0,Waste and wastewater management,5(d),DK.CAED/000106215.FACILITY,Feltengård Losseplads,Hadsten,10.044083456423309,56.36013347221055,,Nickel and compounds (as Ni),0.438,
2026/02/13,Denmark,2022,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000068116.FACILITY,Danish Crown A/S - Horsens,Horsens,9.827559859910572,55.916708654025896,,Total nitrogen,370391.0,
2026/02/13,Denmark,2022,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000106355.FACILITY,Danish Crown A/S - Ringsted,Ringsted,11.798536535149484,55.42927762726208,,Total organic carbon(as total C or COD/3) (TOC),429667.0,
2026/02/13,Denmark,2022,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),DK.CAED/000062358.FACILITY,"Royal Unibrew A/S, Faxe Bryggeri",Faxe,12.11498982188784,55.2599382559352,,Total phosphorus,8403.0,
2026/02/13,Denmark,2022,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000100861.FACILITY,Arla Foods Amba Holstebro Mejeri,Holstebro,8.622084500915193,56.381060163596274,,Total organic carbon(as total C or COD/3) (TOC),259602.0,
2026/02/13,Denmark,2022,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000101004.FACILITY,Arla Foods Amba Taulov Mejeri,Fredericia,9.644718891387914,55.53611999660714,,Total nitrogen,56508.0,
2026/02/13,Denmark,2023,2.0,Production and processing of metals,2(f),DK.CAED/000098004.FACILITY,MIDTJYDSK FORNIKLING OG FORCHROMNING A/S,Herning,8.932320708357624,56.12642054861472,,Nickel and compounds (as Ni),0.4,
2026/02/13,Denmark,2023,5.0,Waste and wastewater management,5(b),DK.CAED/000105324.FACILITY,"Kredsløb, Affaldsenergi A/S",Aarhus N,10.157105017075976,56.22760187938795,,Total phosphorus,256.2,
2026/02/13,Denmark,2023,5.0,Waste and wastewater management,5(b),DK.CAED/000105690.FACILITY,I/S Argo – Roskilde Kraftvarmeværk,Roskilde,12.121064458687345,55.6409004570574,,Copper and compounds (as Cu),0.283,
2026/02/13,Denmark,2023,5.0,Waste and wastewater management,5(b),DK.CAED/000105775.FACILITY,Sønderborg Kraftvarme A/S,Sønderborg,9.781271690247534,54.93000511295234,,Total organic carbon(as total C or COD/3) (TOC),835.6,
2026/02/13,Denmark,2023,5.0,Waste and wastewater management,5(b),DK.CAED/000105787.FACILITY,Svendborg Kraftvarme P/S,Svendborg,10.608578025004949,55.05991919297627,,Chlorides (as total Cl),237718.0,
2026/02/13,Denmark,2023,5.0,Waste and wastewater management,5(b),DK.CAED/000105787.FACILITY,Svendborg Kraftvarme P/S,Svendborg,10.608578025004949,55.05991919297627,,PCDD + PCDF (dioxins + furans) (as Teq),0.0,
2026/02/13,Denmark,2023,5.0,Waste and wastewater management,5(b),DK.CAED/000105787.FACILITY,Svendborg Kraftvarme P/S,Svendborg,10.608578025004949,55.05991919297627,,Zinc and compounds (as Zn),2.4,
2026/02/13,Denmark,2023,5.0,Waste and wastewater management,5(d),DK.CAED/000104577.FACILITY,Miljøanlæg Ravnshøj,Frederikshavn,10.447359696919843,57.45071755373301,,Arsenic and compounds (as As),2.574,
2026/02/13,Denmark,2023,5.0,Waste and wastewater management,5(d),DK.CAED/000104750.FACILITY,Vestfyns Affalds og Deponeringsanlæg I/S §60 selsk,Middelfart,9.825179250121924,55.50721329915387,,Arsenic and compounds (as As),1.47,
2026/02/13,Denmark,2023,5.0,Waste and wastewater management,5(d),DK.CAED/000104750.FACILITY,Vestfyns Affalds og Deponeringsanlæg I/S §60 selsk,Middelfart,9.825179250121924,55.50721329915387,,Chlorides (as total Cl),10871.28,
