PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,EPRTRAnnexIMainActivity,FacilityInspireId,facilityName,city,Longitude,Latitude,addressConfidentialityReason,Pollutant,transfers,confidentialityReason
2026/02/13,Denmark,2024,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000068116.FACILITY,Danish Crown A/S - Horsens,Horsens,9.827559859910572,55.916708654025896,,Total nitrogen,367867.0,
2026/02/13,Denmark,2023,8.0,Animal and vegetable products from the food and beverage sector,8(b)(i),DK.CAED/000101006.FACILITY,TripleNine Thyborøn A/S,Thyborøn,8.219700651475529,56.69904949260843,,Total nitrogen,102287.0,
2026/02/13,Denmark,2023,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000057720.FACILITY,Arla Foods Amba Hoco,Holstebro,8.612402750601996,56.348949273237885,,Total phosphorus,21463.0,
2026/02/13,Denmark,2024,1.0,Energy sector,1(c),DK.CAED/000082980.FACILITY,Verdo Produktion A/S,Randers NØ,10.04739991097117,56.45801425221483,,Copper and compounds (as Cu),0.548,
2026/02/13,Denmark,2024,4.0,Chemical industry,4(a)(i),DK.CAED/000082853.FACILITY,KOPPERS DENMARK ApS,Nyborg,10.784585518805365,55.30158521022532,,Polycyclic aromatic hydrocarbons (PAHs),38.8,
2026/02/13,Denmark,2024,4.0,Chemical industry,4(e),DK.CAED/000082879.FACILITY,"LEO PHARMA A/S, Esbjerg",Esbjerg Ø,8.493504921856747,55.45760001487737,,Chlorides (as total Cl),43450.0,
2026/02/13,Denmark,2024,4.0,Chemical industry,4(e),DK.CAED/000110610.FACILITY,Xellia Pharmaceuticals ApS,København S,12.60524866100344,55.66710713738545,,Chlorides (as total Cl),324091.0,
2026/02/13,Denmark,2024,5.0,Waste and wastewater management,5(b),DK.CAED/000105754.FACILITY,Kredsløb Energianlæg Skanderborg,Skanderborg,9.943225277695278,56.05186236469253,,Chromium and compounds (as Cr),0.03091,
2026/02/13,Denmark,2024,5.0,Waste and wastewater management,5(d),DK.CAED/000104750.FACILITY,Vestfyns Affalds og Deponeringsanlæg I/S §60 selsk,Middelfart,9.825179250121924,55.50721329915387,,Lead and compounds (as Pb),0.312,
2026/02/13,Denmark,2024,5.0,Waste and wastewater management,5(d),DK.CAED/000105037.FACILITY,Skodsbøl Deponi,Broager,9.652386149629566,54.90437475586452,,Total nitrogen,3158.0,
2026/02/13,Denmark,2024,5.0,Waste and wastewater management,5(d),DK.CAED/000105673.FACILITY,Klintholm I/S,Hesselager,10.797981688537549,55.18354327536586,,Nickel and compounds (as Ni),0.17,
2026/02/13,Denmark,2024,5.0,Waste and wastewater management,5(d),DK.CAED/000106109.FACILITY,Affaldscenter Tandskov,Silkeborg,9.465064093174304,56.23058232845111,,Chromium and compounds (as Cr),0.28,
2026/02/13,Denmark,2024,5.0,Waste and wastewater management,5(d),DK.CAED/000106109.FACILITY,Affaldscenter Tandskov,Silkeborg,9.465064093174304,56.23058232845111,,Di-(2-ethyl hexyl) phthalate (DEHP),1.447,
2026/02/13,Denmark,2024,5.0,Waste and wastewater management,5(d),DK.CAED/000106109.FACILITY,Affaldscenter Tandskov,Silkeborg,9.465064093174304,56.23058232845111,,Ethyl benzene,0.0,
2026/02/13,Denmark,2024,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000068116.FACILITY,Danish Crown A/S - Horsens,Horsens,9.827559859910572,55.916708654025896,,Total phosphorus,0.0,
2026/02/13,Denmark,2024,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000106345.FACILITY,Danish Crown A/S - Herning,Herning,8.982234602012426,56.13338212441042,,Total organic carbon(as total C or COD/3) (TOC),409334.0,
2026/02/13,Denmark,2024,8.0,Animal and vegetable products from the food and beverage sector,8(b)(i),DK.CAED/000074398.FACILITY,Danish Crown A/S,Aalborg,9.935826124721968,57.04464997359592,,Total organic carbon(as total C or COD/3) (TOC),59413.0,
2026/02/13,Denmark,2024,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000061869.FACILITY,Arla Foods Amba Hobro Mejericenter,Hobro,9.778641841733846,56.63703104917051,,Total organic carbon(as total C or COD/3) (TOC),610682.0,
2026/02/13,Denmark,2024,9.0,Other activities,9(c),DK.CAED/000077969.FACILITY,Amcor Flexibles Horsens,Horsens,9.816499662690926,55.86214979221196,,Di-(2-ethyl hexyl) phthalate (DEHP),1.638,
2026/02/13,Denmark,2024,9.0,Other activities,9(c),DK.CAED/000085027.FACILITY,BALL BEVERAGE PACKAGING FREDERICIA A/S,Fredericia,9.732320517236149,55.59492267502205,,Lead and compounds (as Pb),0.398,
2026/02/13,Denmark,2007,,,,DK.CAED/000106455.FACILITY,Novozymes A/S Hillerødgade,København N,12.534338938310867,55.69696779631953,,Total phosphorus,17000.0,
2026/02/13,Denmark,2007,1.0,Energy sector,1(a),DK.CAED/000112739.FACILITY,Crossbridge Energy Fredericia A/S,Fredericia,9.7524233697535,55.5912278550192,,Total nitrogen,84000.0,
2026/02/13,Denmark,2007,4.0,Chemical industry,4(a),DK.EEA/4391.FACILITY,Novozymes A/S,Kalundborg          ,11.1214459053295,55.6711893776739,,Total organic carbon(as total C or COD/3) (TOC),1330000.0,
2026/02/13,Denmark,2007,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.EEA/1220.FACILITY,DANISH CROWN AMBA,Skive,9.03530804109705,56.5624035236915,,Total phosphorus,12000.0,
2026/02/13,Denmark,2007,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000057720.FACILITY,Arla Foods Amba Hoco,Holstebro,8.612402750601996,56.348949273237885,,Total organic carbon(as total C or COD/3) (TOC),218000.0,
2026/02/13,Denmark,2007,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000061903.FACILITY,Arla Foods Amba Esbjerg Mejeri,Esbjerg Ø,8.473855296298131,55.48828351491343,,Total organic carbon(as total C or COD/3) (TOC),152000.0,
2026/02/13,Denmark,2008,4.0,Chemical industry,4(a),DK.EEA/5842.FACILITY,SUN CHEMICAL A/S,Køge                ,12.1912103487928,55.482459306424,,Copper and compounds (as Cu),413.0,
2026/02/13,Denmark,2008,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000106360.FACILITY,Danish Crown A/S - Sæby,Sæby,10.512725245811836,57.33122459751371,,Total phosphorus,17000.0,
2026/02/13,Denmark,2008,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000097349.FACILITY,"Arla Foods Ingredients Group P/S, Danmark Protein",Videbæk,8.668409620486985,56.049655953378576,,Total phosphorus,50000.0,
2026/02/13,Denmark,2009,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.EEA/1214.FACILITY,DANISH CROWN A/S,Esbjerg,8.46117617790936,55.4624829946984,,Total nitrogen,74000.0,
2026/02/13,Denmark,2009,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.EEA/5545.FACILITY,Tican Fresh Meat A/S,Thisted             ,8.70069014671983,56.9536559894704,,Total phosphorus,9830.0,
2026/02/13,Denmark,2009,8.0,Animal and vegetable products from the food and beverage sector,8(b),DK.EEA/6146.FACILITY,Carlsberg Danmark A/S             Tuborg FB/Terminal Vest/Fredericia,Fredericia          ,9.72853900268673,55.5846797169089,,Total nitrogen,60000.0,
2026/02/13,Denmark,2009,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000057720.FACILITY,Arla Foods Amba Hoco,Holstebro,8.612402750601996,56.348949273237885,,Total phosphorus,16000.0,
2026/02/13,Denmark,2010,,,,DK.CAED/000106455.FACILITY,Novozymes A/S Hillerødgade,København N,12.534338938310867,55.69696779631953,,Total phosphorus,15000.0,
2026/02/13,Denmark,2010,4.0,Chemical industry,4(a),DK.EEA/4391.FACILITY,Novozymes A/S,Kalundborg          ,11.1214459053295,55.6711893776739,,Total organic carbon(as total C or COD/3) (TOC),90000.0,
2026/02/13,Denmark,2010,4.0,Chemical industry,4(a),DK.EEA/8046.FACILITY,CHR HANSEN A/S,Gråsten             ,9.59311210001235,54.9091064426331,,Total phosphorus,6000.0,
2026/02/13,Denmark,2010,5.0,Waste and wastewater management,5(e),DK.EEA/2458.FACILITY,Hanstholm Fiskemelfabrik A/S,Hanstholm           ,8.62212659807449,57.1232496984237,,Total organic carbon(as total C or COD/3) (TOC),56700.0,
2026/02/13,Denmark,2010,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.EEA/5545.FACILITY,Tican Fresh Meat A/S,Thisted             ,8.70069014671983,56.9536559894704,,Total organic carbon(as total C or COD/3) (TOC),266000.0,
2026/02/13,Denmark,2010,8.0,Animal and vegetable products from the food and beverage sector,8(b),DK.EEA/7931.FACILITY,Danish Crown A/S,Faaborg,10.237958235733,55.0960336531724,,Total organic carbon(as total C or COD/3) (TOC),85600.0,
2026/02/13,Denmark,2010,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000114784.FACILITY,Arla Foods Amba Christiansfeld Mejericenter,Christiansfeld,9.494724340071748,55.35515992267841,,Total organic carbon(as total C or COD/3) (TOC),93700.0,
2026/02/13,Denmark,2012,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000106349.FACILITY,Danish Crown A/S - Rønne,Rønne,14.703829500060491,55.11227135528969,,Total organic carbon(as total C or COD/3) (TOC),185000.0,
2026/02/13,Denmark,2012,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.EEA/5545.FACILITY,Tican Fresh Meat A/S,Thisted             ,8.70069014671983,56.9536559894704,,Total phosphorus,9170.0,
2026/02/13,Denmark,2012,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000057720.FACILITY,Arla Foods Amba Hoco,Holstebro,8.612402750601996,56.348949273237885,,Total phosphorus,19000.0,
2026/02/13,Denmark,2013,,,,DK.CAED/000106455.FACILITY,Novozymes A/S Hillerødgade,København N,12.534338938310867,55.69696779631953,,Total phosphorus,15000.0,
2026/02/13,Denmark,2013,4.0,Chemical industry,4(a),DK.EEA/4391.FACILITY,Novozymes A/S,Kalundborg          ,11.1214459053295,55.6711893776739,,Total organic carbon(as total C or COD/3) (TOC),133000.0,
2026/02/13,Denmark,2013,5.0,Waste and wastewater management,5(e),DK.EEA/2458.FACILITY,Hanstholm Fiskemelfabrik A/S,Hanstholm           ,8.62212659807449,57.1232496984237,,Total organic carbon(as total C or COD/3) (TOC),52700.0,
2026/02/13,Denmark,2013,8.0,Animal and vegetable products from the food and beverage sector,8(b),DK.EEA/7931.FACILITY,Danish Crown A/S,Faaborg,10.237958235733,55.0960336531724,,Total organic carbon(as total C or COD/3) (TOC),55300.0,
2026/02/13,Denmark,2013,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000057720.FACILITY,Arla Foods Amba Hoco,Holstebro,8.612402750601996,56.348949273237885,,Total organic carbon(as total C or COD/3) (TOC),244000.0,
2026/02/13,Denmark,2013,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000061903.FACILITY,Arla Foods Amba Esbjerg Mejeri,Esbjerg Ø,8.473855296298131,55.48828351491343,,Total organic carbon(as total C or COD/3) (TOC),206000.0,
2026/02/13,Denmark,2013,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000114784.FACILITY,Arla Foods Amba Christiansfeld Mejericenter,Christiansfeld,9.494724340071748,55.35515992267841,,Total organic carbon(as total C or COD/3) (TOC),76000.0,
2026/02/13,Denmark,2015,1.0,Energy sector,1(c),DK.CAED/000095432.FACILITY,HOFOR - Amagerværket,København S,12.626106879399748,55.68459741582288,,Polycyclic aromatic hydrocarbons (PAHs),12.4,
2026/02/13,Denmark,2015,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000106349.FACILITY,Danish Crown A/S - Rønne,Rønne,14.703829500060491,55.11227135528969,,Total organic carbon(as total C or COD/3) (TOC),216000.0,
2026/02/13,Denmark,2015,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.EEA/5545.FACILITY,Tican Fresh Meat A/S,Thisted             ,8.70069014671983,56.9536559894704,,Total phosphorus,10200.0,
2026/02/13,Denmark,2015,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000057720.FACILITY,Arla Foods Amba Hoco,Holstebro,8.612402750601996,56.348949273237885,,Total phosphorus,22900.0,
2026/02/13,Denmark,2015,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000095954.FACILITY,Arla Foods Amba Bislev Mejeri,Nibe,9.60993864476372,56.94164421098784,,Total phosphorus,5410.0,
2026/02/13,Denmark,2016,,,,DK.CAED/000106455.FACILITY,Novozymes A/S Hillerødgade,København N,12.534338938310867,55.69696779631953,,Total phosphorus,23000.0,
2026/02/13,Denmark,2016,4.0,Chemical industry,4(a),DK.EEA/4391.FACILITY,Novozymes A/S,Kalundborg          ,11.1214459053295,55.6711893776739,,Total organic carbon(as total C or COD/3) (TOC),101000.0,
2026/02/13,Denmark,2016,4.0,Chemical industry,4(e),DK.CAED/000095446.FACILITY,Novo Nordisk Hillerød,Hillerød,12.284016311381846,55.91585904574679,,Octylphenols and Octylphenol ethoxylates,37.6,
2026/02/13,Denmark,2016,4.0,Chemical industry,4(e),DK.CAED/000106228.FACILITY,Novo Nordisk A/S Bagsværd,Bagsværd,12.455185160613674,55.75455486519827,,Octylphenols and Octylphenol ethoxylates,15.6,
2026/02/13,Denmark,2016,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000068116.FACILITY,Danish Crown A/S - Horsens,Horsens,9.827559859910572,55.916708654025896,,Total phosphorus,58100.0,
2026/02/13,Denmark,2016,8.0,Animal and vegetable products from the food and beverage sector,8(b)(i),DK.CAED/000086087.FACILITY,Danish Crown A/S,Vejle,9.569020339874022,55.73512988471337,,Total organic carbon(as total C or COD/3) (TOC),98200.0,
2026/02/13,Denmark,2016,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000057720.FACILITY,Arla Foods Amba Hoco,Holstebro,8.612402750601996,56.348949273237885,,Total organic carbon(as total C or COD/3) (TOC),337000.0,
2026/02/13,Denmark,2016,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000114784.FACILITY,Arla Foods Amba Christiansfeld Mejericenter,Christiansfeld,9.494724340071748,55.35515992267841,,Total organic carbon(as total C or COD/3) (TOC),121000.0,
2026/02/13,Denmark,2016,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.EEA/6631.FACILITY,Arla Foods Amba Hobro  Mejericenter,Hobro,9.77961397202438,56.6365744507296,,Total organic carbon(as total C or COD/3) (TOC),117000.0,
2026/02/13,Denmark,2017,1.0,Energy sector,1(a),DK.CAED/000112739.FACILITY,Crossbridge Energy Fredericia A/S,Fredericia,9.7524233697535,55.5912278550192,,Phenols (as total C),816.0,
2026/02/13,Denmark,2017,4.0,Chemical industry,4(d),DK.CAED/000106077.FACILITY,FMC (Cheminova A/S),Harboøre,8.20118920097831,56.656991226925655,,Total organic carbon(as total C or COD/3) (TOC),53500.0,
2026/02/13,Denmark,2017,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000061903.FACILITY,Arla Foods Amba Esbjerg Mejeri,Esbjerg Ø,8.473855296298131,55.48828351491343,,Total nitrogen,84200.0,
2026/02/13,Denmark,2018,1.0,Energy sector,1(c),DK.CAED/000082980.FACILITY,Verdo Produktion A/S,Randers NØ,10.04739991097117,56.45801425221483,,Cadmium and compounds (as Cd),0.004,
2026/02/13,Denmark,2018,1.0,Energy sector,1(c),DK.CAED/000095432.FACILITY,HOFOR - Amagerværket,København S,12.626106879399748,55.68459741582288,,Chlorides (as total Cl),151296.0,
2026/02/13,Denmark,2018,1.0,Energy sector,1(c),DK.CAED/000095432.FACILITY,HOFOR - Amagerværket,København S,12.626106879399748,55.68459741582288,,Nickel and compounds (as Ni),0.7,
2026/02/13,Denmark,2018,1.0,Energy sector,1(c),DK.CAED/000095432.FACILITY,HOFOR - Amagerværket,København S,12.626106879399748,55.68459741582288,,Polycyclic aromatic hydrocarbons (PAHs),40.14,
2026/02/13,Denmark,2018,5.0,Waste and wastewater management,5(b),DK.CAED/000096764.FACILITY,"I/S Vestforbrænding, Glostrup",Glostrup,12.42220219858454,55.706479905675614,,Chlorides (as total Cl),1933.0,
2026/02/13,Denmark,2018,5.0,Waste and wastewater management,5(d),DK.CAED/000104750.FACILITY,Vestfyns Affalds og Deponeringsanlæg I/S §60 selsk,Middelfart,9.825179250121924,55.50721329915387,,Chlorides (as total Cl),9982.83,
2026/02/13,Denmark,2018,5.0,Waste and wastewater management,5(d),DK.CAED/000105673.FACILITY,Klintholm I/S,Hesselager,10.797981688537549,55.18354327536586,,Copper and compounds (as Cu),0.0409,
2026/02/13,Denmark,2018,5.0,Waste and wastewater management,5(d),DK.CAED/000106078.FACILITY,"Affaldscenter Skårup, Renosyd I/S",Skanderborg,9.973683976149427,56.02704649995666,,Total nitrogen,2343.1,
2026/02/13,Denmark,2018,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000106349.FACILITY,Danish Crown A/S - Rønne,Rønne,14.703829500060491,55.11227135528969,,Total organic carbon(as total C or COD/3) (TOC),232534.0,
2026/02/13,Denmark,2018,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000057720.FACILITY,Arla Foods Amba Hoco,Holstebro,8.612402750601996,56.348949273237885,,Total phosphorus,16035.0,
2026/02/13,Denmark,2018,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000101004.FACILITY,Arla Foods Amba Taulov Mejeri,Fredericia,9.644718891387914,55.53611999660714,,Total organic carbon(as total C or COD/3) (TOC),504389.0,
2026/02/13,Denmark,2018,9.0,Other activities,9(c),DK.CAED/000107279.FACILITY,Envases,Odense C,10.367772634187803,55.4103199998339,,Nickel and compounds (as Ni),0.05,
2026/02/13,Denmark,2019,2.0,Production and processing of metals,2(f),DK.CAED/000066394.FACILITY,MIDTJYDSK FORNIKLING OG FORCHROMNING A/S,Randers SV,10.045498205508666,56.42894623548368,,Zinc and compounds (as Zn),7.9,
2026/02/13,Denmark,2019,4.0,Chemical industry,4(a),DK.CAED/000106428.FACILITY,Novozymes A/S Kalundborg,Kalundborg,11.120720314030937,55.67076245284729,,Total organic carbon(as total C or COD/3) (TOC),174000.0,
2026/02/13,Denmark,2019,4.0,Chemical industry,4(e),DK.CAED/000095446.FACILITY,Novo Nordisk Hillerød,Hillerød,12.284016311381846,55.91585904574679,,Octylphenols and Octylphenol ethoxylates,1.2,
2026/02/13,Denmark,2019,4.0,Chemical industry,4(e),DK.CAED/000104565.FACILITY,H. Lundbeck A/S,Nykøbing Sj,11.509317235208805,55.943369885765065,,Total organic carbon(as total C or COD/3) (TOC),45000.0,
2026/02/13,Denmark,2019,4.0,Chemical industry,4(e),DK.CAED/000106228.FACILITY,Novo Nordisk A/S Bagsværd,Bagsværd,12.455185160613674,55.75455486519827,,Octylphenols and Octylphenol ethoxylates,19.6,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(b),DK.CAED/000105324.FACILITY,"Kredsløb, Affaldsenergi A/S",Aarhus N,10.157105017075976,56.22760187938795,,Copper and compounds (as Cu),3.38,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(b),DK.CAED/000105324.FACILITY,"Kredsløb, Affaldsenergi A/S",Aarhus N,10.157105017075976,56.22760187938795,,Lead and compounds (as Pb),1.36,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(b),DK.CAED/000105787.FACILITY,Svendborg Kraftvarme P/S,Svendborg,10.608578025004949,55.05991919297627,,Copper and compounds (as Cu),0.069,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(b),DK.CAED/000105787.FACILITY,Svendborg Kraftvarme P/S,Svendborg,10.608578025004949,55.05991919297627,,Lead and compounds (as Pb),0.124,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(d),DK.CAED/000065911.FACILITY,I/S Skovsted Losseplads,Thisted,8.770659255290061,57.010083044314754,,Copper and compounds (as Cu),0.103115,
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,5(d),DK.CAED/000106215.FACILITY,Feltengård Losseplads,Hadsten,10.044083456423309,56.36013347221055,,Copper and compounds (as Cu),0.654,
2026/02/13,Denmark,2019,6.0,Paper and wood production and processing,6(b),DK.CAED/000097766.FACILITY,Kronospan APS  Novopan Træindustri A-S,Ryomgård,10.417178293410895,56.38855876748742,,PCDD + PCDF (dioxins + furans) (as Teq),0.0064,
2026/02/13,Denmark,2019,8.0,Animal and vegetable products from the food and beverage sector,8(b)(i),DK.CAED/000086087.FACILITY,Danish Crown A/S,Vejle,9.569020339874022,55.73512988471337,,Total organic carbon(as total C or COD/3) (TOC),68001.0,
2026/02/13,Denmark,2019,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),DK.CAED/000062358.FACILITY,"Royal Unibrew A/S, Faxe Bryggeri",Faxe,12.11498982188784,55.2599382559352,,Total organic carbon(as total C or COD/3) (TOC),900238.0,
2026/02/13,Denmark,2019,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),DK.CAED/000105366.FACILITY,"CARLSBERG SUPPLY COMPANY DANMARK A/S, TAP ØL, TERM",Fredericia,9.73136312214836,55.58525492881462,,Total organic carbon(as total C or COD/3) (TOC),1314148.0,
2026/02/13,Denmark,2019,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000114784.FACILITY,Arla Foods Amba Christiansfeld Mejericenter,Christiansfeld,9.494724340071748,55.35515992267841,,Total organic carbon(as total C or COD/3) (TOC),99641.33,
2026/02/13,Denmark,2020,1.0,Energy sector,1(a),DK.CAED/000112739.FACILITY,Crossbridge Energy Fredericia A/S,Fredericia,9.7524233697535,55.5912278550192,,Phenols (as total C),327.0,
2026/02/13,Denmark,2020,1.0,Energy sector,1(c),DK.CAED/000109149.FACILITY,HOFOR Amagerværket,København S,12.626106879399748,55.68459741582288,,Mercury and compounds (as Hg),0.02,
2026/02/13,Denmark,2020,1.0,Energy sector,1(c),DK.CAED/000109149.FACILITY,HOFOR Amagerværket,København S,12.626106879399748,55.68459741582288,,Zinc and compounds (as Zn),6.22,
2026/02/13,Denmark,2020,2.0,Production and processing of metals,2(f),DK.CAED/000106635.FACILITY,A/S HAI Horsens,Horsens,9.817063574640583,55.859237088614016,,Nonylphenol and Nonylphenol ethoxylates,0.1,
2026/02/13,Denmark,2020,4.0,Chemical industry,4(e),DK.CAED/000095446.FACILITY,Novo Nordisk Hillerød,Hillerød,12.284016311381846,55.91585904574679,,Total phosphorus,0.0,
2026/02/13,Denmark,2020,4.0,Chemical industry,4(e),DK.CAED/000105247.FACILITY,AGC BIOLOGICS A/S,Søborg,12.478373452338078,55.73507381939273,,Chlorides (as total Cl),0.0,
2026/02/13,Denmark,2020,4.0,Chemical industry,4(e),DK.CAED/000105247.FACILITY,AGC BIOLOGICS A/S,Søborg,12.478373452338078,55.73507381939273,,Octylphenols and Octylphenol ethoxylates,2.9,
2026/02/13,Denmark,2020,4.0,Chemical industry,4(e),DK.CAED/000106129.FACILITY,ALK-ABELLO A/S,Hørsholm,12.486068743145555,55.87444406316153,,Chlorine and inorganic compounds (as HCl),7392.0,
2026/02/13,Denmark,2020,4.0,Chemical industry,4(e),DK.CAED/000106227.FACILITY,Novo Nordisk A/S Kalundborg,Kalundborg,11.120720314030937,55.67076245284729,,Octylphenols and Octylphenol ethoxylates,16.0,
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,5(b),DK.CAED/000073361.FACILITY,Aars Fjernvarme Amba,Aars,9.541007877907504,56.80650631411368,,Cadmium and compounds (as Cd),0.00113,
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,5(b),DK.CAED/000105324.FACILITY,"Kredsløb, Affaldsenergi A/S",Aarhus N,10.157105017075976,56.22760187938795,,Chromium and compounds (as Cr),0.67,
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,5(b),DK.CAED/000105540.FACILITY,THISTED VARMEFORSYNING A M B A,Thisted,8.712067013143768,56.965031400016414,,Cadmium and compounds (as Cd),0.00768,
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,5(b),DK.CAED/000105540.FACILITY,THISTED VARMEFORSYNING A M B A,Thisted,8.712067013143768,56.965031400016414,,Chromium and compounds (as Cr),0.168583,
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,5(b),DK.CAED/000105754.FACILITY,Kredsløb Energianlæg Skanderborg,Skanderborg,9.943225277695278,56.05186236469253,,Copper and compounds (as Cu),0.254,
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,5(b),DK.CAED/000105775.FACILITY,Sønderborg Kraftvarme A/S,Sønderborg,9.781271690247534,54.93000511295234,,Copper and compounds (as Cu),0.01,
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,5(b),DK.CAED/000105775.FACILITY,Sønderborg Kraftvarme A/S,Sønderborg,9.781271690247534,54.93000511295234,,Zinc and compounds (as Zn),0.176,
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,5(d),DK.CAED/000065911.FACILITY,I/S Skovsted Losseplads,Thisted,8.770659255290061,57.010083044314754,,Chromium and compounds (as Cr),0.358785,
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,5(d),DK.CAED/000065911.FACILITY,I/S Skovsted Losseplads,Thisted,8.770659255290061,57.010083044314754,,Di-(2-ethyl hexyl) phthalate (DEHP),0.0,
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,5(d),DK.CAED/000105037.FACILITY,Skodsbøl Deponi,Broager,9.652386149629566,54.90437475586452,,Chlorides (as total Cl),78.6,
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,5(d),DK.CAED/000106215.FACILITY,Feltengård Losseplads,Hadsten,10.044083456423309,56.36013347221055,,Chromium and compounds (as Cr),0.399,
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,5(d),DK.CAED/000106215.FACILITY,Feltengård Losseplads,Hadsten,10.044083456423309,56.36013347221055,,Di-(2-ethyl hexyl) phthalate (DEHP),0.004,
2026/02/13,Denmark,2020,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000067039.FACILITY,Arla Foods Amba Holstebro Flødeost,Holstebro,8.621703820130875,56.38282148474352,,Total phosphorus,0.0,
2026/02/13,Denmark,2020,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000100861.FACILITY,Arla Foods Amba Holstebro Mejeri,Holstebro,8.622084500915193,56.381060163596274,,Total phosphorus,5493.0,
2026/02/13,Denmark,2020,9.0,Other activities,9(c),DK.CAED/000107279.FACILITY,Envases,Odense C,10.367772634187803,55.4103199998339,,Copper and compounds (as Cu),0.277,
2026/02/13,Denmark,2021,1.0,Energy sector,1(c),DK.CAED/000082980.FACILITY,Verdo Produktion A/S,Randers NØ,10.04739991097117,56.45801425221483,,Cadmium and compounds (as Cd),0.00766,
2026/02/13,Denmark,2021,1.0,Energy sector,1(c),DK.CAED/000095432.FACILITY,HOFOR - Amagerværket,København S,12.626106879399748,55.68459741582288,,Chlorides (as total Cl),0.0,
2026/02/13,Denmark,2021,1.0,Energy sector,1(c),DK.CAED/000095432.FACILITY,HOFOR - Amagerværket,København S,12.626106879399748,55.68459741582288,,Nickel and compounds (as Ni),0.0,
2026/02/13,Denmark,2021,1.0,Energy sector,1(c),DK.CAED/000095432.FACILITY,HOFOR - Amagerværket,København S,12.626106879399748,55.68459741582288,,Polycyclic aromatic hydrocarbons (PAHs),0.0,
2026/02/13,Denmark,2021,2.0,Production and processing of metals,2(c)(iii),DK.CAED/000104476.FACILITY,DOT A/S Fasterholt,Brande,9.109704602675365,56.02181607275104,,Zinc and compounds (as Zn),37.0,
