PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,Pollutant,Releases
2026/02/13,Denmark,2023,3.0,Mineral industry,Nitrous oxide (N2O),26186.0
2026/02/13,Denmark,2008,5.0,Waste and wastewater management,Sulphur oxides (SOX),234000.0
2026/02/13,Sweden,2007,2.0,Production and processing of metals,Benzene,5800.0
2026/02/13,Denmark,2018,6.0,Paper and wood production and processing,Chlorine and inorganic compounds (as HCl),2949.0
2026/02/13,Denmark,2018,5.0,Waste and wastewater management,Non-methane volatile organic compounds (NMVOC),0.1273
2026/02/13,Sweden,2017,4.0,Chemical industry,"1,2-dichloroethane (DCE-1,2)",6440.0
2026/02/13,Norway,2007,1.0,Energy sector,Particulate matter (PM10),72000.0
2026/02/13,Norway,2008,4.0,Chemical industry,Particulate matter (PM10),690400.0
2026/02/13,Norway,2017,2.0,Production and processing of metals,Cadmium and compounds (as Cd),43.2
2026/02/13,Sweden,2016,6.0,Paper and wood production and processing,Nickel and compounds (as Ni),696.8
2026/02/13,Denmark,2007,4.0,Chemical industry,Carbon dioxide (CO2),115000000.0
2026/02/13,Sweden,2014,2.0,Production and processing of metals,Chlorine and inorganic compounds (as HCl),404100.0
2026/02/13,Sweden,2021,4.0,Chemical industry,Carbon dioxide (CO2) excluding biomass,763000000.0
2026/02/13,Norway,2012,4.0,Chemical industry,Total organic carbon(as total C or COD/3) (TOC),830.0
2026/02/13,Norway,2013,3.0,Mineral industry,Nitrous oxide (N2O),12400.0
2026/02/13,Denmark,2021,5.0,Waste and wastewater management,Di-(2-ethyl hexyl) phthalate (DEHP),0.0
2026/02/13,Sweden,2007,2.0,Production and processing of metals,Nickel and compounds (as Ni),690.9
2026/02/13,Sweden,2007,2.0,Production and processing of metals,Sulphur oxides (SOX),8511000.0
2026/02/13,Sweden,2014,5.0,Waste and wastewater management,Nitrous oxide (N2O),80500.0
2026/02/13,Norway,2008,3.0,Mineral industry,Carbon dioxide (CO2),12253000000.0
2026/02/13,Sweden,2023,6.0,Paper and wood production and processing,Nickel and compounds (as Ni),157.5
2026/02/13,Sweden,2011,5.0,Waste and wastewater management,Mercury and compounds (as Hg),14.3
2026/02/13,Norway,2016,2.0,Production and processing of metals,Zinc and compounds (as Zn),15296.0
2026/02/13,Sweden,2016,2.0,Production and processing of metals,Naphthalene,711.0
2026/02/13,Denmark,2023,2.0,Production and processing of metals,Zinc and compounds (as Zn),1489.02
2026/02/13,Sweden,2008,4.0,Chemical industry,Particulate matter (PM10),181000.0
2026/02/13,Norway,2012,3.0,Mineral industry,Fluorine and inorganic compounds (as HF),8610.0
2026/02/13,Sweden,2008,,,Non-methane volatile organic compounds (NMVOC),371000.0
2026/02/13,Denmark,2007,1.0,Energy sector,Fluorine and inorganic compounds (as HF),114800.0
2026/02/13,Sweden,2012,6.0,Paper and wood production and processing,Chlorine and inorganic compounds (as HCl),42400.0
2026/02/13,Norway,2007,3.0,Mineral industry,Total organic carbon(as total C or COD/3) (TOC),46560.0
2026/02/13,Sweden,2016,1.0,Energy sector,Hydro-fluorocarbons (HFCS),1537.0
2026/02/13,Norway,2012,6.0,Paper and wood production and processing,Non-methane volatile organic compounds (NMVOC),184000.0
2026/02/13,Denmark,2014,5.0,Waste and wastewater management,Carbon dioxide (CO2),700000000.0
2026/02/13,Sweden,2023,4.0,Chemical industry,Benzene,7469.0
2026/02/13,Sweden,2012,3.0,Mineral industry,Nickel and compounds (as Ni),546.0
2026/02/13,Denmark,2023,1.0,Energy sector,Mercury and compounds (as Hg),11.1
2026/02/13,Denmark,2012,3.0,Mineral industry,Carbon monoxide (CO),1370000.0
2026/02/13,Norway,2008,2.0,Production and processing of metals,Nickel and compounds (as Ni),5004.8
2026/02/13,Norway,2011,4.0,Chemical industry,Nitrogen oxides (NOX),1709000.0
2026/02/13,Sweden,2007,1.0,Energy sector,PCDD + PCDF (dioxins + furans) (as Teq),0.000349
2026/02/13,Norway,2017,1.0,Energy sector,Non-methane volatile organic compounds (NMVOC),10227000.0
2026/02/13,Denmark,2016,5.0,Waste and wastewater management,Methane (CH4),14392000.0
2026/02/13,Sweden,2023,6.0,Paper and wood production and processing,Hydro-fluorocarbons (HFCS),396.0
2026/02/13,Sweden,2022,2.0,Production and processing of metals,Naphthalene,4253.0
2026/02/13,Sweden,2019,3.0,Mineral industry,Particulate matter (PM10),59900.0
2026/02/13,Sweden,2015,2.0,Production and processing of metals,Naphthalene,789.0
2026/02/13,Norway,2011,4.0,Chemical industry,Fluorides (as total F),387.0
2026/02/13,Norway,2017,3.0,Mineral industry,Non-methane volatile organic compounds (NMVOC),34374000.0
2026/02/13,Norway,2017,9.0,Other activities,Zinc and compounds (as Zn),324.0
2026/02/13,Sweden,2009,2.0,Production and processing of metals,Cadmium and compounds (as Cd),51.0
2026/02/13,Sweden,2011,5.0,Waste and wastewater management,Zinc and compounds (as Zn),1140.0
2026/02/13,Sweden,2018,1.0,Energy sector,Benzene,76200.0
2026/02/13,Sweden,2021,2.0,Production and processing of metals,Zinc and compounds (as Zn),8915.0
2026/02/13,Sweden,2014,5.0,Waste and wastewater management,Chlorofluorocarbons (CFCs),2370.0
2026/02/13,Norway,2017,9.0,Other activities,Copper and compounds (as Cu),148.0
2026/02/13,Norway,2008,3.0,Mineral industry,Nickel and compounds (as Ni),135.0
2026/02/13,Norway,2009,4.0,Chemical industry,Nitrous oxide (N2O),1477000.0
2026/02/13,Sweden,2015,3.0,Mineral industry,Carbon dioxide (CO2) excluding biomass,2715000000.0
2026/02/13,Sweden,2017,6.0,Paper and wood production and processing,Carbon dioxide (CO2) excluding biomass,537935000.0
2026/02/13,Norway,2014,9.0,Other activities,"Benzo(g,h,i)perylene",2.57
2026/02/13,Norway,2010,1.0,Energy sector,Carbon dioxide (CO2) excluding biomass,5286000000.0
2026/02/13,Sweden,2015,1.0,Energy sector,Ammonia (NH3),47400.0
2026/02/13,Sweden,2015,2.0,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),823.0
2026/02/13,Sweden,2013,9.0,Other activities,Hydro-fluorocarbons (HFCS),340.0
2026/02/13,Sweden,2008,2.0,Production and processing of metals,Halons,7.4
2026/02/13,Sweden,2010,9.0,Other activities,Hydro-fluorocarbons (HFCS),150.0
2026/02/13,Sweden,2013,4.0,Chemical industry,Particulate matter (PM10),211000.0
2026/02/13,Denmark,2023,3.0,Mineral industry,Carbon dioxide (CO2),1763783000.0
2026/02/13,Norway,2009,4.0,Chemical industry,Tetrachloromethane (TCM),228.0
2026/02/13,Norway,2009,4.0,Chemical industry,Sulphur oxides (SOX),602000.0
2026/02/13,Sweden,2022,6.0,Paper and wood production and processing,Carbon dioxide (CO2) excluding biomass,460834000.0
2026/02/13,Denmark,2019,4.0,Chemical industry,Carbon monoxide (CO),3764.9
2026/02/13,Denmark,2014,1.0,Energy sector,Fluorine and inorganic compounds (as HF),45000.0
2026/02/13,Sweden,2022,6.0,Paper and wood production and processing,Hydro-fluorocarbons (HFCS),256.0
2026/02/13,Denmark,2014,3.0,Mineral industry,Fluorine and inorganic compounds (as HF),25540.0
2026/02/13,Sweden,2023,1.0,Energy sector,Hydro-fluorocarbons (HFCS),551.0
2026/02/13,Sweden,2015,3.0,Mineral industry,Chlorine and inorganic compounds (as HCl),20600.0
2026/02/13,Sweden,2015,4.0,Chemical industry,Mercury and compounds (as Hg),15.2
2026/02/13,Sweden,2009,1.0,Energy sector,Methane (CH4),328000.0
2026/02/13,Denmark,2022,3.0,Mineral industry,Nitrous oxide (N2O),34627.0
2026/02/13,Norway,2017,5.0,Waste and wastewater management,Nitrogen oxides (NOX),529000.0
2026/02/13,Sweden,2022,1.0,Energy sector,Sulphur oxides (SOX),257000.0
2026/02/13,Sweden,2016,2.0,Production and processing of metals,Benzene,6250.0
2026/02/13,Sweden,2008,,,Carbon dioxide (CO2) excluding biomass,58200000.0
2026/02/13,Sweden,2013,2.0,Production and processing of metals,Perfluorocarbons (PFCs),6310.0
2026/02/13,Denmark,2011,3.0,Mineral industry,Carbon dioxide (CO2),1680000000.0
2026/02/13,Norway,2015,4.0,Chemical industry,Ammonia (NH3),595100.0
2026/02/13,Norway,2016,3.0,Mineral industry,Fluorides (as total F),29.7
2026/02/13,Norway,2010,9.0,Other activities,Zinc and compounds (as Zn),497.0
2026/02/13,Sweden,2021,4.0,Chemical industry,Sulphur oxides (SOX),197000.0
2026/02/13,Denmark,2011,2.0,Production and processing of metals,Nickel and compounds (as Ni),1030.0
2026/02/13,Sweden,2023,2.0,Production and processing of metals,Lead and compounds (as Pb),1182.0
2026/02/13,Denmark,2008,6.0,Paper and wood production and processing,Nitrogen oxides (NOX),291000.0
2026/02/13,Sweden,2012,6.0,Paper and wood production and processing,Non-methane volatile organic compounds (NMVOC),14821000.0
2026/02/13,Sweden,2022,6.0,Paper and wood production and processing,Sulphur oxides (SOX),1850000.0
2026/02/13,Sweden,2007,1.0,Energy sector,Chlorine and inorganic compounds (as HCl),84300.0
2026/02/13,Sweden,2010,1.0,Energy sector,Hydro-fluorocarbons (HFCS),2039.0
2026/02/13,Sweden,2014,2.0,Production and processing of metals,Cadmium and compounds (as Cd),77.0
2026/02/13,Denmark,2022,4.0,Chemical industry,Non-methane volatile organic compounds (NMVOC),160723.0
2026/02/13,Denmark,2022,3.0,Mineral industry,Nitrogen oxides (NOX),3237243.0
2026/02/13,Norway,2016,3.0,Mineral industry,Nitrogen oxides (NOX),41965000.0
2026/02/13,Sweden,2014,4.0,Chemical industry,Trichloromethane,7000.0
2026/02/13,Norway,2008,6.0,Paper and wood production and processing,Nitrous oxide (N2O),10600.0
2026/02/13,Sweden,2021,4.0,Chemical industry,Trichloromethane,1000.0
2026/02/13,Norway,2017,5.0,Waste and wastewater management,Fluorides (as total F),62.0
2026/02/13,Sweden,2008,,,Chlorine and inorganic compounds (as HCl),19700.0
2026/02/13,Norway,2009,4.0,Chemical industry,Carbon dioxide (CO2) excluding biomass,1589000000.0
2026/02/13,Denmark,2020,1.0,Energy sector,Copper and compounds (as Cu),1.13
2026/02/13,Norway,2016,5.0,Waste and wastewater management,Fluoranthene,0.16
2026/02/13,Denmark,2008,8.0,Animal and vegetable products from the food and beverage sector,Carbon dioxide (CO2),246000000.0
2026/02/13,Denmark,2015,8.0,Animal and vegetable products from the food and beverage sector,Non-methane volatile organic compounds (NMVOC),170000.0
2026/02/13,Denmark,2020,9.0,Other activities,Carbon dioxide (CO2),16286453.0
2026/02/13,Norway,2015,2.0,Production and processing of metals,Arsenic and compounds (as As),287.0
2026/02/13,Norway,2011,5.0,Waste and wastewater management,Total organic carbon(as total C or COD/3) (TOC),4923.5
2026/02/13,Sweden,2021,6.0,Paper and wood production and processing,Nitrous oxide (N2O),413100.0
2026/02/13,Sweden,2024,2.0,Production and processing of metals,Nickel and compounds (as Ni),70.0
2026/02/13,Denmark,2022,,,Nitrogen oxides (NOX),56350.95
2026/02/13,Denmark,2024,5.0,Waste and wastewater management,Cadmium and compounds (as Cd),0.334
2026/02/13,Denmark,2024,5.0,Waste and wastewater management,Nitrogen oxides (NOX),2689904.8719
2026/02/13,Denmark,2015,3.0,Mineral industry,Nitrous oxide (N2O),45500.0
2026/02/13,Denmark,2023,8.0,Animal and vegetable products from the food and beverage sector,Carbon dioxide (CO2),150830583.0
2026/02/13,Norway,2012,4.0,Chemical industry,Carbon dioxide (CO2) excluding biomass,1469000000.0
2026/02/13,Sweden,2024,3.0,Mineral industry,Zinc and compounds (as Zn),1503.9
2026/02/13,Sweden,2010,2.0,Production and processing of metals,Nickel and compounds (as Ni),671.9
2026/02/13,Sweden,2022,3.0,Mineral industry,Nitrogen oxides (NOX),2037000.0
2026/02/13,Sweden,2014,5.0,Waste and wastewater management,PCDD + PCDF (dioxins + furans) (as Teq),0.000239
2026/02/13,Norway,2013,1.0,Energy sector,Carbon dioxide (CO2) excluding biomass,4528000000.0
2026/02/13,Norway,2015,4.0,Chemical industry,Vinyl chloride,26430.0
2026/02/13,Denmark,2018,3.0,Mineral industry,Particulate matter (PM10),162005.0
2026/02/13,Sweden,2008,1.0,Energy sector,Arsenic and compounds (as As),34.5
2026/02/13,Sweden,2017,1.0,Energy sector,Methane (CH4),152000.0
2026/02/13,Norway,2014,3.0,Mineral industry,Fluorine and inorganic compounds (as HF),8240.0
2026/02/13,Denmark,2020,1.0,Energy sector,Fine particulate matter (PM2.5),10.0
2026/02/13,Sweden,2007,1.0,Energy sector,Carbon dioxide (CO2) excluding biomass,5385896000.0
2026/02/13,Sweden,2017,6.0,Paper and wood production and processing,Carbon dioxide (CO2),23352000000.0
2026/02/13,Norway,2016,1.0,Energy sector,Sulphur oxides (SOX),827000.0
2026/02/13,Sweden,2023,1.0,Energy sector,Carbon dioxide (CO2),13211793796.0
2026/02/13,Denmark,2013,1.0,Energy sector,Fluorine and inorganic compounds (as HF),48100.0
2026/02/13,Sweden,2016,2.0,Production and processing of metals,PCDD + PCDF (dioxins + furans) (as Teq),0.001828
2026/02/13,Sweden,2012,1.0,Energy sector,Particulate matter (PM10),67200.0
2026/02/13,Norway,2016,2.0,Production and processing of metals,Phenols (as total C),11.0
2026/02/13,Sweden,2019,1.0,Energy sector,PCDD + PCDF (dioxins + furans) (as Teq),0.000114
2026/02/13,Norway,2013,6.0,Paper and wood production and processing,Particulate matter (PM10),93000.0
2026/02/13,Denmark,2015,4.0,Chemical industry,Hydro-fluorocarbons (HFCS),193.0
2026/02/13,Sweden,2018,6.0,Paper and wood production and processing,Chlorine and inorganic compounds (as HCl),27400.0
2026/02/13,Sweden,2010,4.0,Chemical industry,Particulate matter (PM10),165000.0
2026/02/13,Norway,2010,1.0,Energy sector,Sulphur oxides (SOX),1292000.0
2026/02/13,Sweden,2022,1.0,Energy sector,Nitrogen oxides (NOX),2904000.0
2026/02/13,Norway,2012,2.0,Production and processing of metals,"Benzo(g,h,i)perylene",583.071
2026/02/13,Denmark,2021,5.0,Waste and wastewater management,Chromium and compounds (as Cr),3.001
2026/02/13,Sweden,2009,6.0,Paper and wood production and processing,Non-methane volatile organic compounds (NMVOC),13924000.0
2026/02/13,Denmark,2017,3.0,Mineral industry,Sulphur oxides (SOX),2120000.0
2026/02/13,Denmark,2018,,,Carbon dioxide (CO2),102533926.0
2026/02/13,Denmark,2018,1.0,Energy sector,Particulate matter (PM10),118323.0
2026/02/13,Sweden,2018,2.0,Production and processing of metals,Particulate matter (PM10),1696100.0
2026/02/13,Norway,2011,9.0,Other activities,Nitrogen oxides (NOX),136000.0
2026/02/13,Norway,2017,9.0,Other activities,Lead and compounds (as Pb),237.0
2026/02/13,Norway,2015,9.0,Other activities,Nitrogen oxides (NOX),191000.0
2026/02/13,Norway,2008,6.0,Paper and wood production and processing,Sulphur oxides (SOX),1056000.0
2026/02/13,Sweden,2023,4.0,Chemical industry,Particulate matter (PM10),65700.0
2026/02/13,Sweden,2008,4.0,Chemical industry,Nitrous oxide (N2O),887300.0
2026/02/13,Denmark,2024,5.0,Waste and wastewater management,Total organic carbon(as total C or COD/3) (TOC),2552.74
2026/02/13,Norway,2015,5.0,Waste and wastewater management,Carbon dioxide (CO2),779000000.0
2026/02/13,Sweden,2023,1.0,Energy sector,Cadmium and compounds (as Cd),16.0
2026/02/13,Sweden,2015,2.0,Production and processing of metals,Cadmium and compounds (as Cd),40.0
2026/02/13,Sweden,2024,2.0,Production and processing of metals,Lead and compounds (as Pb),1286.0
2026/02/13,Norway,2017,4.0,Chemical industry,Fluorides (as total F),3045.0
2026/02/13,Sweden,2013,4.0,Chemical industry,Ammonia (NH3),25200.0
2026/02/13,Denmark,2018,6.0,Paper and wood production and processing,Carbon dioxide (CO2),49153000.0
2026/02/13,Sweden,2007,5.0,Waste and wastewater management,Nickel and compounds (as Ni),171.1
2026/02/13,Denmark,2009,9.0,Other activities,Non-methane volatile organic compounds (NMVOC),620000.0
2026/02/13,Denmark,2015,1.0,Energy sector,Sulphur oxides (SOX),1045000.0
2026/02/13,Norway,2011,6.0,Paper and wood production and processing,Sulphur oxides (SOX),900000.0
2026/02/13,Sweden,2014,6.0,Paper and wood production and processing,Nitrogen oxides (NOX),12900000.0
2026/02/13,Denmark,2022,,,Sulphur oxides (SOX),850.546825
2026/02/13,Sweden,2008,3.0,Mineral industry,Carbon monoxide (CO),4459000.0
2026/02/13,Sweden,2019,2.0,Production and processing of metals,Naphthalene,719.0
2026/02/13,Sweden,2011,6.0,Paper and wood production and processing,Nickel and compounds (as Ni),1258.6
2026/02/13,Sweden,2023,4.0,Chemical industry,Mercury and compounds (as Hg),14.1
2026/02/13,Sweden,2011,6.0,Paper and wood production and processing,Ammonia (NH3),1435600.0
2026/02/13,Sweden,2020,6.0,Paper and wood production and processing,Chlorine and inorganic compounds (as HCl),19300.0
2026/02/13,Sweden,2024,2.0,Production and processing of metals,Arsenic and compounds (as As),215.5
2026/02/13,Norway,2008,9.0,Other activities,Fluorides (as total F),120.0
2026/02/13,Sweden,2012,1.0,Energy sector,Non-methane volatile organic compounds (NMVOC),7920000.0
2026/02/13,Sweden,2018,7.0,Intensive livestock production and aquaculture,Ammonia (NH3),1312100.0
2026/02/13,Norway,2014,3.0,Mineral industry,Nitrous oxide (N2O),12100.0
2026/02/13,Denmark,2018,1.0,Energy sector,Lead and compounds (as Pb),3.42
2026/02/13,Denmark,2018,8.0,Animal and vegetable products from the food and beverage sector,Non-methane volatile organic compounds (NMVOC),177000.0
2026/02/13,Denmark,2017,5.0,Waste and wastewater management,Methane (CH4),14952000.0
2026/02/13,Sweden,2022,1.0,Energy sector,PCDD + PCDF (dioxins + furans) (as Teq),0.01275
2026/02/13,Sweden,2014,2.0,Production and processing of metals,Nitrogen oxides (NOX),6247000.0
2026/02/13,Norway,2007,5.0,Waste and wastewater management,Fluorides (as total F),64.1
2026/02/13,Sweden,2010,2.0,Production and processing of metals,Perfluorocarbons (PFCs),17000.0
2026/02/13,Sweden,2014,4.0,Chemical industry,Hydrochlorofluorocarbons (HCFCs),5.0
2026/02/13,Norway,2011,9.0,Other activities,Sulphur oxides (SOX),432000.0
2026/02/13,Sweden,2020,1.0,Energy sector,Carbon dioxide (CO2) excluding biomass,4999505000.0
2026/02/13,Denmark,2007,1.0,Energy sector,Carbon dioxide (CO2),19124000000.0
2026/02/13,Denmark,2023,1.0,Energy sector,Carbon dioxide (CO2) excluding biomass,2263676594.0
2026/02/13,Sweden,2009,6.0,Paper and wood production and processing,Hydro-fluorocarbons (HFCS),328.0
2026/02/13,Denmark,2012,1.0,Energy sector,Nitrous oxide (N2O),96200.0
2026/02/13,Sweden,2011,2.0,Production and processing of metals,Non-methane volatile organic compounds (NMVOC),242000.0
2026/02/13,Sweden,2020,3.0,Mineral industry,Copper and compounds (as Cu),196.0
2026/02/13,Denmark,2009,3.0,Mineral industry,Carbon dioxide (CO2),1510000000.0
2026/02/13,Denmark,2010,3.0,Mineral industry,Nitrogen oxides (NOX),2341000.0
2026/02/13,Denmark,2023,8.0,Animal and vegetable products from the food and beverage sector,Hydro-fluorocarbons (HFCS),10.5
2026/02/13,Sweden,2008,2.0,Production and processing of metals,Naphthalene,17148.0
2026/02/13,Denmark,2021,3.0,Mineral industry,Chlorine and inorganic compounds (as HCl),14918.0
2026/02/13,Denmark,2008,3.0,Mineral industry,Hydrogen cyanide (HCN),1174.0
2026/02/13,Norway,2013,3.0,Mineral industry,Fluorine and inorganic compounds (as HF),8070.0
2026/02/13,Denmark,2018,4.0,Chemical industry,Nitrogen oxides (NOX),40857.0
2026/02/13,Denmark,2018,1.0,Energy sector,Non-methane volatile organic compounds (NMVOC),1618337.0
2026/02/13,Denmark,2017,3.0,Mineral industry,Nitrogen oxides (NOX),3107000.0
2026/02/13,Sweden,2017,4.0,Chemical industry,Benzene,7500.0
2026/02/13,Sweden,2009,3.0,Mineral industry,Nitrogen oxides (NOX),2540000.0
2026/02/13,Denmark,2018,5.0,Waste and wastewater management,Chlorine and inorganic compounds (as HCl),4728.2
2026/02/13,Denmark,2020,8.0,Animal and vegetable products from the food and beverage sector,Hydro-fluorocarbons (HFCS),1.5
2026/02/13,Denmark,2018,6.0,Paper and wood production and processing,Nickel and compounds (as Ni),10.0
2026/02/13,Norway,2014,9.0,Other activities,Fluorides (as total F),12.0
2026/02/13,Sweden,2008,6.0,Paper and wood production and processing,Sulphur oxides (SOX),4371000.0
2026/02/13,Sweden,2019,6.0,Paper and wood production and processing,Nitrogen oxides (NOX),13344000.0
2026/02/13,Denmark,2023,1.0,Energy sector,Sulphur oxides (SOX),2916240.654752
2026/02/13,Norway,2017,2.0,Production and processing of metals,Nickel and compounds (as Ni),2475.0
2026/02/13,Denmark,2013,3.0,Mineral industry,Sulphur oxides (SOX),2400000.0
2026/02/13,Sweden,2020,1.0,Energy sector,Sulphur oxides (SOX),201000.0
2026/02/13,Sweden,2020,5.0,Waste and wastewater management,Methane (CH4),7579000.0
2026/02/13,Norway,2016,9.0,Other activities,Zinc and compounds (as Zn),603.0
2026/02/13,Norway,2016,4.0,Chemical industry,Dichloromethane (DCM),3970.0
2026/02/13,Norway,2008,4.0,Chemical industry,Carbon dioxide (CO2),1484000000.0
2026/02/13,Sweden,2016,2.0,Production and processing of metals,Cadmium and compounds (as Cd),27.0
2026/02/13,Sweden,2014,2.0,Production and processing of metals,Carbon monoxide (CO),21500000.0
2026/02/13,Norway,2007,4.0,Chemical industry,Vinyl chloride,34740.0
2026/02/13,Norway,2012,3.0,Mineral industry,Methane (CH4),20060000.0
2026/02/13,Sweden,2017,2.0,Production and processing of metals,Perfluorocarbons (PFCs),4560.0
2026/02/13,Sweden,2021,1.0,Energy sector,Chlorine and inorganic compounds (as HCl),12500.0
2026/02/13,Denmark,2020,5.0,Waste and wastewater management,Zinc and compounds (as Zn),0.0
2026/02/13,Sweden,2018,6.0,Paper and wood production and processing,Cadmium and compounds (as Cd),10.6
2026/02/13,Denmark,2018,5.0,Waste and wastewater management,Copper and compounds (as Cu),6.5
2026/02/13,Norway,2016,6.0,Paper and wood production and processing,Total organic carbon(as total C or COD/3) (TOC),1510.0
2026/02/13,Denmark,2024,4.0,Chemical industry,Methane (CH4),366.0
2026/02/13,Sweden,2021,4.0,Chemical industry,Carbon dioxide (CO2),763000000.0
2026/02/13,Sweden,2017,2.0,Production and processing of metals,PCDD + PCDF (dioxins + furans) (as Teq),0.001522
2026/02/13,Denmark,2023,5.0,Waste and wastewater management,Nickel and compounds (as Ni),0.176
2026/02/13,Denmark,2023,4.0,Chemical industry,Carbon dioxide (CO2),54772999.0
2026/02/13,Norway,2012,9.0,Other activities,Copper and compounds (as Cu),103.0
2026/02/13,Denmark,2008,4.0,Chemical industry,Hydrochlorofluorocarbons (HCFCs),550.0
2026/02/13,Denmark,2013,1.0,Energy sector,Carbon monoxide (CO),523000.0
2026/02/13,Denmark,2021,8.0,Animal and vegetable products from the food and beverage sector,Nitrogen oxides (NOX),316222.0
2026/02/13,Denmark,2021,1.0,Energy sector,Copper and compounds (as Cu),0.0
2026/02/13,Denmark,2019,,,Particulate matter (PM10),5.9e-05
2026/02/13,Denmark,2018,5.0,Waste and wastewater management,Nickel and compounds (as Ni),1.3
2026/02/13,Sweden,2017,2.0,Production and processing of metals,Carbon dioxide (CO2) excluding biomass,4784000000.0
2026/02/13,Denmark,2019,1.0,Energy sector,Particulate matter (PM10),124814.09
2026/02/13,Sweden,2007,6.0,Paper and wood production and processing,Nitrous oxide (N2O),391600.0
2026/02/13,Sweden,2008,2.0,Production and processing of metals,Carbon dioxide (CO2) excluding biomass,5018000000.0
2026/02/13,Sweden,2019,3.0,Mineral industry,Carbon dioxide (CO2) excluding biomass,2086000000.0
2026/02/13,Sweden,2016,2.0,Production and processing of metals,Nickel and compounds (as Ni),609.0
2026/02/13,Sweden,2014,2.0,Production and processing of metals,Naphthalene,690.0
2026/02/13,Sweden,2018,2.0,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),191.3
2026/02/13,Denmark,2018,3.0,Mineral industry,Chlorine and inorganic compounds (as HCl),46343.0
2026/02/13,Sweden,2017,2.0,Production and processing of metals,Chromium and compounds (as Cr),884.0
2026/02/13,Norway,2015,2.0,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),2830.0
2026/02/13,Denmark,2023,5.0,Waste and wastewater management,Benzene,49.2
2026/02/13,Norway,2013,4.0,Chemical industry,Hydrochlorofluorocarbons (HCFCs),486.0
2026/02/13,Sweden,2017,5.0,Waste and wastewater management,Carbon dioxide (CO2),4145000000.0
2026/02/13,Sweden,2010,4.0,Chemical industry,Non-methane volatile organic compounds (NMVOC),1861000.0
2026/02/13,Sweden,2009,1.0,Energy sector,Non-methane volatile organic compounds (NMVOC),7860000.0
2026/02/13,Sweden,2018,2.0,Production and processing of metals,Lead and compounds (as Pb),2450.0
2026/02/13,Denmark,2018,1.0,Energy sector,Copper and compounds (as Cu),3.04
2026/02/13,Sweden,2019,4.0,Chemical industry,Trichloromethane,18000.0
2026/02/13,Denmark,2013,1.0,Energy sector,Nitrous oxide (N2O),118100.0
2026/02/13,Denmark,2024,1.0,Energy sector,Sulphur oxides (SOX),2636559.86409
2026/02/13,Denmark,2022,3.0,Mineral industry,Particulate matter (PM10),167644.0
2026/02/13,Sweden,2014,2.0,Production and processing of metals,Copper and compounds (as Cu),1221.0
2026/02/13,Norway,2007,9.0,Other activities,Nickel and compounds (as Ni),61.0
2026/02/13,Denmark,2019,2.0,Production and processing of metals,Methane (CH4),208.0
2026/02/13,Denmark,2022,2.0,Production and processing of metals,Particulate matter (PM10),3610.0
2026/02/13,Norway,2009,4.0,Chemical industry,Carbon dioxide (CO2),1589000000.0
2026/02/13,Norway,2009,1.0,Energy sector,Ammonia (NH3),12400.0
2026/02/13,Norway,2015,2.0,Production and processing of metals,Zinc and compounds (as Zn),15392.0
2026/02/13,Sweden,2022,2.0,Production and processing of metals,Carbon dioxide (CO2),5041000000.0
2026/02/13,Sweden,2007,2.0,Production and processing of metals,Nitrogen oxides (NOX),7001000.0
2026/02/13,Sweden,2011,5.0,Waste and wastewater management,Carbon dioxide (CO2),3696000000.0
2026/02/13,Sweden,2013,2.0,Production and processing of metals,Carbon dioxide (CO2),4521000000.0
2026/02/13,Sweden,2010,6.0,Paper and wood production and processing,Non-methane volatile organic compounds (NMVOC),14431000.0
2026/02/13,Norway,2013,2.0,Production and processing of metals,Fluorides (as total F),396000.0
2026/02/13,Norway,2009,9.0,Other activities,Carbon dioxide (CO2),116000000.0
2026/02/13,Sweden,2017,4.0,Chemical industry,Mercury and compounds (as Hg),18.6
2026/02/13,Sweden,2010,3.0,Mineral industry,Carbon dioxide (CO2) excluding biomass,2627000000.0
2026/02/13,Denmark,2019,5.0,Waste and wastewater management,PCDD + PCDF (dioxins + furans) (as Teq),0.000255
2026/02/13,Sweden,2021,2.0,Production and processing of metals,Carbon monoxide (CO),17350000.0
2026/02/13,Sweden,2024,1.0,Energy sector,Benzene,66555.0
2026/02/13,Sweden,2009,3.0,Mineral industry,Zinc and compounds (as Zn),1140.0
2026/02/13,Sweden,2016,2.0,Production and processing of metals,Hydro-fluorocarbons (HFCS),715.0
2026/02/13,Sweden,2014,4.0,Chemical industry,Mercury and compounds (as Hg),15.2
2026/02/13,Norway,2009,1.0,Energy sector,Particulate matter (PM10),89700.0
2026/02/13,Sweden,2008,1.0,Energy sector,Non-methane volatile organic compounds (NMVOC),7930000.0
2026/02/13,Sweden,2021,4.0,Chemical industry,Benzene,7470.0
2026/02/13,Denmark,2022,1.0,Energy sector,Nitrous oxide (N2O),62313.719074
2026/02/13,Denmark,2011,3.0,Mineral industry,Fluorine and inorganic compounds (as HF),36360.0
2026/02/13,Sweden,2011,1.0,Energy sector,Ammonia (NH3),19700.0
