PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,Pollutant,Releases
2026/02/13,United Kingdom,2013,2,Production and processing of metals,Carbon dioxide (CO2),14684000000
2026/02/13,Italy,2011,3,Mineral industry,Chlorine and inorganic compounds (as HCl),11000
2026/02/13,Netherlands,2008,2,Production and processing of metals,Nitrous oxide (N2O),22600
2026/02/13,Malta,2010,1,Energy sector,Sulphur oxides (SOX),7800000
2026/02/13,Portugal,2019,5,Waste and wastewater management,Chromium and compounds (as Cr),127
2026/02/13,Spain,2007,8,Animal and vegetable products from the food and beverage sector,Carbon dioxide (CO2),152000000
2026/02/13,Sweden,2023,2,Production and processing of metals,Sulphur oxides (SOX),4444542
2026/02/13,Poland,2020,2,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),2769
2026/02/13,Estonia,2010,1,Energy sector,Non-methane volatile organic compounds (NMVOC),2615000
2026/02/13,Belgium,2012,4,Chemical industry,PCDD + PCDF (dioxins + furans) (as Teq),0.000102
2026/02/13,France,2024,8,Animal and vegetable products from the food and beverage sector,Sulphur oxides (SOX),207000
2026/02/13,Greece,2016,4,Chemical industry,Ammonia (NH3),14000
2026/02/13,France,2022,4,Chemical industry,Ethylene oxide,1200
2026/02/13,United Kingdom,2007,5,Waste and wastewater management,Polychlorinated biphenyls (PCBs),0.96
2026/02/13,France,2008,,,Chlorine and inorganic compounds (as HCl),48600
2026/02/13,Ireland,2018,3,Mineral industry,Carbon monoxide (CO),2268254.386
2026/02/13,France,2022,5,Waste and wastewater management,Ammonia (NH3),137500
2026/02/13,Italy,2007,9,Other activities,Benzene,3960
2026/02/13,Norway,2010,3,Mineral industry,Mercury and compounds (as Hg),42
2026/02/13,Poland,2014,3,Mineral industry,Non-methane volatile organic compounds (NMVOC),424000
2026/02/13,Romania,2020,8,Animal and vegetable products from the food and beverage sector,Non-methane volatile organic compounds (NMVOC),1090000
2026/02/13,Slovakia,2014,5,Waste and wastewater management,Methane (CH4),1478000
2026/02/13,Estonia,2024,1,Energy sector,Ammonia (NH3),219000
2026/02/13,Czechia,2009,6,Paper and wood production and processing,Particulate matter (PM10),180600
2026/02/13,Estonia,2024,1,Energy sector,Nickel and compounds (as Ni),426
2026/02/13,Romania,2008,9,Other activities,Carbon monoxide (CO),937000
2026/02/13,Netherlands,2010,4,Chemical industry,Sulphur hexafluoride (SF6),200
2026/02/13,Austria,2012,2,Production and processing of metals,Carbon monoxide (CO),119800000
2026/02/13,Spain,2015,6,Paper and wood production and processing,Chlorine and inorganic compounds (as HCl),13700
2026/02/13,Czechia,2011,3,Mineral industry,Fluorine and inorganic compounds (as HF),5770
2026/02/13,Netherlands,2019,3,Mineral industry,Nitrous oxide (N2O),96500
2026/02/13,Denmark,2013,4,Chemical industry,Sulphur oxides (SOX),174000
2026/02/13,Italy,2019,6,Paper and wood production and processing,Arsenic and compounds (as As),130.19
2026/02/13,Greece,2014,1,Energy sector,Arsenic and compounds (as As),2235.5
2026/02/13,Poland,2009,7,Intensive livestock production and aquaculture,Arsenic and compounds (as As),43
2026/02/13,Cyprus,2018,3,Mineral industry,Carbon dioxide (CO2) excluding biomass,1210000000
2026/02/13,Poland,2012,8,Animal and vegetable products from the food and beverage sector,Particulate matter (PM10),173200
2026/02/13,Cyprus,2020,1,Energy sector,Particulate matter (PM10),221500
2026/02/13,Bulgaria,2018,1,Energy sector,Mercury and compounds (as Hg),565.541
2026/02/13,Bulgaria,2020,2,Production and processing of metals,PCDD + PCDF (dioxins + furans) (as Teq),0.031900000000000005
2026/02/13,Hungary,2022,1,Energy sector,Non-methane volatile organic compounds (NMVOC),137000
2026/02/13,Poland,2013,2,Production and processing of metals,Carbon monoxide (CO),127260000
2026/02/13,Hungary,2023,4,Chemical industry,Carbon monoxide (CO),987000
2026/02/13,Austria,2013,4,Chemical industry,Hydrochlorofluorocarbons (HCFCs),552
2026/02/13,Greece,2009,9,Other activities,Hydrochlorofluorocarbons (HCFCs),50
2026/02/13,Czechia,2011,1,Energy sector,Ammonia (NH3),17700
2026/02/13,Denmark,2016,1,Energy sector,Non-methane volatile organic compounds (NMVOC),4790000
2026/02/13,Finland,2010,2,Production and processing of metals,Carbon monoxide (CO),4100000
2026/02/13,Slovenia,2023,1,Energy sector,Fluorine and inorganic compounds (as HF),5223
2026/02/13,Switzerland,2007,2,Production and processing of metals,Mercury and compounds (as Hg),160
2026/02/13,Germany,2021,,,Non-methane volatile organic compounds (NMVOC),379000
2026/02/13,Belgium,2022,1,Energy sector,Benzene,11110
2026/02/13,Czechia,2012,9,Other activities,Tetrachloroethylene,6910
2026/02/13,Romania,2016,1,Energy sector,Nickel and compounds (as Ni),321
2026/02/13,Czechia,2012,2,Production and processing of metals,Non-methane volatile organic compounds (NMVOC),290000
2026/02/13,Italy,2009,,,Benzene,7180
2026/02/13,Spain,2022,9,Other activities,Hydrogen cyanide (HCN),1060
2026/02/13,Spain,2019,3,Mineral industry,Lead and compounds (as Pb),329
2026/02/13,Spain,2007,6,Paper and wood production and processing,Naphthalene,620
2026/02/13,Spain,2019,2,Production and processing of metals,Zinc and compounds (as Zn),26117
2026/02/13,Slovenia,2007,2,Production and processing of metals,Fluorine and inorganic compounds (as HF),238770
2026/02/13,Spain,2013,1,Energy sector,Nitrogen oxides (NOX),175929000
2026/02/13,Poland,2019,3,Mineral industry,Hydrogen cyanide (HCN),6040
2026/02/13,Poland,2018,7,Intensive livestock production and aquaculture,Ammonia (NH3),2223600
2026/02/13,Germany,2007,2,Production and processing of metals,Particulate matter (PM10),6811300
2026/02/13,Spain,2012,4,Chemical industry,Hydrochlorofluorocarbons (HCFCs),281.9
2026/02/13,Belgium,2014,1,Energy sector,Nitrogen oxides (NOX),9213000
2026/02/13,Norway,2009,9,Other activities,Zinc and compounds (as Zn),208
2026/02/13,Poland,2016,4,Chemical industry,Carbon dioxide (CO2),9114000000
2026/02/13,Poland,2016,4,Chemical industry,Nitrogen oxides (NOX),15582000
2026/02/13,United Kingdom,2017,2,Production and processing of metals,Nickel and compounds (as Ni),3406.5
2026/02/13,Finland,2016,1,Energy sector,Nickel and compounds (as Ni),1573.6999999999998
2026/02/13,Finland,2016,2,Production and processing of metals,Nitrous oxide (N2O),66300
2026/02/13,Hungary,2023,2,Production and processing of metals,Sulphur hexafluoride (SF6),71.7
2026/02/13,Portugal,2018,7,Intensive livestock production and aquaculture,Nitrous oxide (N2O),180500
2026/02/13,Spain,2020,1,Energy sector,Hydrochlorofluorocarbons (HCFCs),448.5
2026/02/13,Spain,2018,9,Other activities,Naphthalene,378
2026/02/13,France,2020,1,Energy sector,Carbon dioxide (CO2),29716999936
2026/02/13,Italy,2018,7,Intensive livestock production and aquaculture,Methane (CH4),10174814
2026/02/13,Poland,2011,1,Energy sector,Nickel and compounds (as Ni),8387.4
2026/02/13,France,2024,4,Chemical industry,Benzene,43920
2026/02/13,Spain,2011,9,Other activities,Nitrous oxide (N2O),17300
2026/02/13,France,2019,3,Mineral industry,Nickel and compounds (as Ni),155.900002
2026/02/13,United Kingdom,2012,1,Energy sector,Carbon dioxide (CO2),182086000000
2026/02/13,Spain,2011,8,Animal and vegetable products from the food and beverage sector,Particulate matter (PM10),172400
2026/02/13,Slovenia,2013,3,Mineral industry,Mercury and compounds (as Hg),92.6
2026/02/13,Serbia,2016,7,Intensive livestock production and aquaculture,Ammonia (NH3),3601400
2026/02/13,United Kingdom,2007,3,Mineral industry,Hydrochlorofluorocarbons (HCFCs),1960
2026/02/13,Italy,2013,5,Waste and wastewater management,Non-methane volatile organic compounds (NMVOC),361000
2026/02/13,Czechia,2007,7,Intensive livestock production and aquaculture,Ammonia (NH3),6647400
2026/02/13,Finland,2011,2,Production and processing of metals,Chromium and compounds (as Cr),2866
2026/02/13,Spain,2007,1,Energy sector,Carbon dioxide (CO2),113039000000
2026/02/13,Denmark,2021,5,Waste and wastewater management,Total organic carbon(as total C or COD/3) (TOC),9000
2026/02/13,Belgium,2012,2,Production and processing of metals,Hydrogen cyanide (HCN),20380
2026/02/13,United Kingdom,2009,1,Energy sector,Polychlorinated biphenyls (PCBs),2.6199999999999997
2026/02/13,Italy,2023,6,Paper and wood production and processing,Mercury and compounds (as Hg),77.85000000000001
2026/02/13,Italy,2016,1,Energy sector,Fluorine and inorganic compounds (as HF),145330
2026/02/13,United Kingdom,2007,1,Energy sector,Methane (CH4),57399000
2026/02/13,Germany,2019,5,Waste and wastewater management,Ammonia (NH3),115400
2026/02/13,Poland,2007,4,Chemical industry,Carbon monoxide (CO),14153000
2026/02/13,Netherlands,2015,4,Chemical industry,Ammonia (NH3),510900
2026/02/13,France,2022,4,Chemical industry,PCDD + PCDF (dioxins + furans) (as Teq),0.000268
2026/02/13,Italy,2016,6,Paper and wood production and processing,Methane (CH4),265000
2026/02/13,Germany,2024,1,Energy sector,Chlorine and inorganic compounds (as HCl),496400
2026/02/13,Sweden,2013,2,Production and processing of metals,Zinc and compounds (as Zn),15283
2026/02/13,Germany,2008,9,Other activities,Polycyclic aromatic hydrocarbons (PAHs),1616
2026/02/13,United Kingdom,2012,1,Energy sector,Polychlorinated biphenyls (PCBs),4.078
2026/02/13,Slovenia,2024,3,Mineral industry,Mercury and compounds (as Hg),21.768
2026/02/13,Romania,2017,7,Intensive livestock production and aquaculture,Ammonia (NH3),20882000
2026/02/13,Germany,2013,4,Chemical industry,Sulphur oxides (SOX),8025000
2026/02/13,France,2009,2,Production and processing of metals,Fluorine and inorganic compounds (as HF),210500
2026/02/13,Czechia,2010,3,Mineral industry,Sulphur oxides (SOX),1724000
2026/02/13,Czechia,2016,5,Waste and wastewater management,Carbon dioxide (CO2) excluding biomass,136600000
2026/02/13,Greece,2013,1,Energy sector,Mercury and compounds (as Hg),1065.8
2026/02/13,France,2009,3,Mineral industry,Fluorine and inorganic compounds (as HF),61210
2026/02/13,Poland,2024,7,Intensive livestock production and aquaculture,Ammonia (NH3),3049200
2026/02/13,Portugal,2009,6,Paper and wood production and processing,Nickel and compounds (as Ni),2341
2026/02/13,Finland,2008,1,Energy sector,PCDD + PCDF (dioxins + furans) (as Teq),0.0034000000000000002
2026/02/13,Finland,2019,1,Energy sector,Nickel and compounds (as Ni),224.8
2026/02/13,Germany,2012,4,Chemical industry,Sulphur hexafluoride (SF6),380
2026/02/13,Finland,2018,1,Energy sector,Carbon dioxide (CO2),21640000000
2026/02/13,France,2024,1,Energy sector,Methane (CH4),3118000
2026/02/13,Bulgaria,2012,1,Energy sector,Carbon monoxide (CO),2746000
2026/02/13,Czechia,2021,6,Paper and wood production and processing,Carbon dioxide (CO2) excluding biomass,392697627
2026/02/13,Finland,2022,1,Energy sector,Mercury and compounds (as Hg),41.5
2026/02/13,France,2017,7,Intensive livestock production and aquaculture,Methane (CH4),855000
2026/02/13,France,2013,2,Production and processing of metals,Methane (CH4),1853000
2026/02/13,Spain,2022,8,Animal and vegetable products from the food and beverage sector,Non-methane volatile organic compounds (NMVOC),1076000
2026/02/13,France,2014,4,Chemical industry,Vinyl chloride,211180
2026/02/13,Italy,2017,2,Production and processing of metals,Cadmium and compounds (as Cd),61.7
2026/02/13,Austria,2014,1,Energy sector,Methane (CH4),2832000
2026/02/13,Finland,2018,3,Mineral industry,Carbon dioxide (CO2),1296000000
2026/02/13,Netherlands,2017,1,Energy sector,Hydrochlorofluorocarbons (HCFCs),11.3
2026/02/13,Ireland,2011,1,Energy sector,Nickel and compounds (as Ni),144
2026/02/13,Ireland,2009,9,Other activities,Perfluorocarbons (PFCs),7600
2026/02/13,Slovenia,2021,2,Production and processing of metals,Carbon monoxide (CO),4385539
2026/02/13,Poland,2008,2,Production and processing of metals,Chlorine and inorganic compounds (as HCl),288900
2026/02/13,Sweden,2018,4,Chemical industry,Benzene,7500
2026/02/13,Ireland,2016,7,Intensive livestock production and aquaculture,Methane (CH4),6165000
2026/02/13,Ireland,2011,4,Chemical industry,Hydrochlorofluorocarbons (HCFCs),16.8
2026/02/13,Sweden,2014,2,Production and processing of metals,Non-methane volatile organic compounds (NMVOC),109000
2026/02/13,Poland,2022,4,Chemical industry,Carbon monoxide (CO),4492000
2026/02/13,Greece,2019,3,Mineral industry,Nitrogen oxides (NOX),8296000
2026/02/13,Poland,2010,5,Waste and wastewater management,Chlorofluorocarbons (CFCs),125
2026/02/13,Netherlands,2009,4,Chemical industry,Particulate matter (PM10),782900
2026/02/13,Romania,2021,2,Production and processing of metals,Lead and compounds (as Pb),4620
2026/02/13,Belgium,2013,8,Animal and vegetable products from the food and beverage sector,Sulphur oxides (SOX),395000
2026/02/13,United Kingdom,2015,3,Mineral industry,Chlorine and inorganic compounds (as HCl),425600
2026/02/13,Denmark,2022,7,Intensive livestock production and aquaculture,Ammonia (NH3),1738638.363
2026/02/13,Slovenia,2021,3,Mineral industry,Carbon monoxide (CO),523469
2026/02/13,United Kingdom,2008,2,Production and processing of metals,Hydrochlorofluorocarbons (HCFCs),1192
2026/02/13,Finland,2018,2,Production and processing of metals,Carbon dioxide (CO2),3095000000
2026/02/13,Switzerland,2022,1,Energy sector,Sulphur oxides (SOX),70713
2026/02/13,Portugal,2007,4,Chemical industry,Ammonia (NH3),426800
2026/02/13,Portugal,2021,2,Production and processing of metals,PCDD + PCDF (dioxins + furans) (as Teq),0.005757
2026/02/13,United Kingdom,2014,2,Production and processing of metals,Carbon monoxide (CO),248494000
2026/02/13,Portugal,2007,3,Mineral industry,Arsenic and compounds (as As),174
2026/02/13,France,2008,6,Paper and wood production and processing,Arsenic and compounds (as As),44
2026/02/13,Sweden,2015,1,Energy sector,Benzene,138900
2026/02/13,Belgium,2015,8,Animal and vegetable products from the food and beverage sector,Hydro-fluorocarbons (HFCS),2471
2026/02/13,Poland,2011,3,Mineral industry,Nitrous oxide (N2O),20400
2026/02/13,Hungary,2009,2,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),57.4
2026/02/13,France,2021,,,Dichloromethane (DCM),6760
2026/02/13,Finland,2024,4,Chemical industry,Non-methane volatile organic compounds (NMVOC),1930000
2026/02/13,Germany,2014,5,Waste and wastewater management,Fluorine and inorganic compounds (as HF),22500
2026/02/13,Norway,2013,1,Energy sector,Nitrogen oxides (NOX),2807000
2026/02/13,Netherlands,2023,9,Other activities,Non-methane volatile organic compounds (NMVOC),436000
2026/02/13,Romania,2018,2,Production and processing of metals,Polychlorinated biphenyls (PCBs),11
2026/02/13,Belgium,2011,9,Other activities,Non-methane volatile organic compounds (NMVOC),3020000
2026/02/13,United Kingdom,2007,2,Production and processing of metals,Polychlorinated biphenyls (PCBs),4.33
2026/02/13,Poland,2018,1,Energy sector,Carbon monoxide (CO),46488000
2026/02/13,Finland,2016,2,Production and processing of metals,Nitrogen oxides (NOX),3107000
2026/02/13,France,2017,4,Chemical industry,Dichloromethane (DCM),346200
2026/02/13,Belgium,2014,2,Production and processing of metals,Sulphur oxides (SOX),8449000
2026/02/13,France,2011,4,Chemical industry,Nitrogen oxides (NOX),12772000
2026/02/13,Bulgaria,2020,7,Intensive livestock production and aquaculture,Ammonia (NH3),6172675
2026/02/13,Romania,2022,3,Mineral industry,Ammonia (NH3),212100
2026/02/13,Italy,2012,9,Other activities,Hydrochlorofluorocarbons (HCFCs),13.9
2026/02/13,Germany,2010,1,Energy sector,Arsenic and compounds (as As),1475.2
2026/02/13,Finland,2016,6,Paper and wood production and processing,Carbon dioxide (CO2) excluding biomass,1866010000
2026/02/13,Finland,2017,6,Paper and wood production and processing,PCDD + PCDF (dioxins + furans) (as Teq),0.0105
2026/02/13,Hungary,2009,4,Chemical industry,Methane (CH4),3270000
2026/02/13,Czechia,2020,8,Animal and vegetable products from the food and beverage sector,Carbon monoxide (CO),831126.5
2026/02/13,Spain,2012,2,Production and processing of metals,Nitrogen oxides (NOX),9181000
2026/02/13,France,2024,1,Energy sector,Halons,13.2
2026/02/13,Netherlands,2015,5,Waste and wastewater management,Chlorofluorocarbons (CFCs),794.71
2026/02/13,Spain,2018,2,Production and processing of metals,Nickel and compounds (as Ni),3621.9
2026/02/13,Finland,2011,4,Chemical industry,Carbon dioxide (CO2),442000000
2026/02/13,Portugal,2010,1,Energy sector,Cadmium and compounds (as Cd),784.8999999999999
2026/02/13,Italy,2009,4,Chemical industry,Ammonia (NH3),314600
2026/02/13,Spain,2013,3,Mineral industry,Cadmium and compounds (as Cd),82.6
2026/02/13,Poland,2017,2,Production and processing of metals,Sulphur oxides (SOX),8281000
2026/02/13,Italy,2009,4,Chemical industry,Nickel and compounds (as Ni),3022.2
2026/02/13,Italy,2023,3,Mineral industry,Mercury and compounds (as Hg),119.774
2026/02/13,Italy,2022,7,Intensive livestock production and aquaculture,Methane (CH4),2679759
2026/02/13,Sweden,2007,1,Energy sector,Carbon dioxide (CO2),12539000000
2026/02/13,Poland,2007,5,Waste and wastewater management,Particulate matter (PM10),563600
2026/02/13,United Kingdom,2014,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",294020
2026/02/13,Germany,2009,8,Animal and vegetable products from the food and beverage sector,Hydrochlorofluorocarbons (HCFCs),1256
2026/02/13,Belgium,2024,1,Energy sector,Nitrogen oxides (NOX),5989000
2026/02/13,Belgium,2024,2,Production and processing of metals,Particulate matter (PM10),343000
2026/02/13,Spain,2020,5,Waste and wastewater management,Nitrogen oxides (NOX),3953000
2026/02/13,Sweden,2018,5,Waste and wastewater management,Carbon dioxide (CO2) excluding biomass,1535300000
2026/02/13,Denmark,2017,3,Mineral industry,Mercury and compounds (as Hg),30
2026/02/13,Estonia,2009,3,Mineral industry,Ammonia (NH3),80200
2026/02/13,France,2019,4,Chemical industry,Perfluorocarbons (PFCs),2510
2026/02/13,Poland,2021,3,Mineral industry,Sulphur oxides (SOX),10765000
2026/02/13,Spain,2018,1,Energy sector,Polycyclic aromatic hydrocarbons (PAHs),1330
2026/02/13,Czechia,2019,,,Particulate matter (PM10),2117.806
2026/02/13,Portugal,2008,6,Paper and wood production and processing,Copper and compounds (as Cu),211
2026/02/13,Bulgaria,2015,2,Production and processing of metals,Sulphur oxides (SOX),4020000
2026/02/13,France,2021,2,Production and processing of metals,Zinc and compounds (as Zn),30720
2026/02/13,Czechia,2014,5,Waste and wastewater management,Methane (CH4),1535000
2026/02/13,France,2015,1,Energy sector,Chromium and compounds (as Cr),155
2026/02/13,Portugal,2015,,,Fluorine and inorganic compounds (as HF),19800
2026/02/13,France,2007,2,Production and processing of metals,Tetrachloroethylene,83100
2026/02/13,France,2007,1,Energy sector,Polycyclic aromatic hydrocarbons (PAHs),1124
2026/02/13,France,2009,5,Waste and wastewater management,Carbon dioxide (CO2),7983000000
2026/02/13,Netherlands,2020,5,Waste and wastewater management,Hydrochlorofluorocarbons (HCFCs),139
2026/02/13,Austria,2008,2,Production and processing of metals,Mercury and compounds (as Hg),174
2026/02/13,Finland,2022,4,Chemical industry,Nitrous oxide (N2O),546100
2026/02/13,Denmark,2014,1,Energy sector,Particulate matter (PM10),253100
2026/02/13,Poland,2016,5,Waste and wastewater management,Nitrogen oxides (NOX),127000
2026/02/13,Germany,2010,2,Production and processing of metals,Polychlorinated biphenyls (PCBs),4.2
2026/02/13,Czechia,2015,6,Paper and wood production and processing,Nickel and compounds (as Ni),97
2026/02/13,France,2024,6,Paper and wood production and processing,Nickel and compounds (as Ni),210
2026/02/13,France,2015,4,Chemical industry,Carbon monoxide (CO),17670000
2026/02/13,Czechia,2015,2,Production and processing of metals,Lead and compounds (as Pb),7151
2026/02/13,France,2021,5,Waste and wastewater management,"1,2-dichloroethane (DCE-1,2)",7210
2026/02/13,Spain,2017,8,Animal and vegetable products from the food and beverage sector,Mercury and compounds (as Hg),22.1
2026/02/13,United Kingdom,2010,1,Energy sector,Sulphur oxides (SOX),245057000
2026/02/13,Finland,2024,1,Energy sector,Zinc and compounds (as Zn),1667
2026/02/13,Norway,2011,9,Other activities,Arsenic and compounds (as As),414
2026/02/13,Spain,2021,8,Animal and vegetable products from the food and beverage sector,Hydro-fluorocarbons (HFCS),625
2026/02/13,Norway,2011,2,Production and processing of metals,Anthracene,2260
2026/02/13,Malta,2014,1,Energy sector,Arsenic and compounds (as As),56
2026/02/13,Sweden,2022,2,Production and processing of metals,Arsenic and compounds (as As),120
2026/02/13,Malta,2013,1,Energy sector,Particulate matter (PM10),228000
2026/02/13,Netherlands,2012,3,Mineral industry,Sulphur oxides (SOX),1568000
2026/02/13,Denmark,2014,1,Energy sector,Mercury and compounds (as Hg),51.7
2026/02/13,Finland,2024,6,Paper and wood production and processing,Chlorine and inorganic compounds (as HCl),62800
2026/02/13,Italy,2007,1,Energy sector,Ammonia (NH3),52900
2026/02/13,France,2008,,,Hydrochlorofluorocarbons (HCFCs),1267
2026/02/13,Spain,2019,5,Waste and wastewater management,Non-methane volatile organic compounds (NMVOC),286000
2026/02/13,Portugal,2012,6,Paper and wood production and processing,Chlorine and inorganic compounds (as HCl),113100
2026/02/13,Lithuania,2021,5,Waste and wastewater management,Ammonia (NH3),23000
2026/02/13,Norway,2014,1,Energy sector,Particulate matter (PM10),54100
2026/02/13,United Kingdom,2019,5,Waste and wastewater management,Sulphur hexafluoride (SF6),169
2026/02/13,Germany,2022,9,Other activities,Sulphur hexafluoride (SF6),171
2026/02/13,Bulgaria,2017,1,Energy sector,Carbon dioxide (CO2),26565000000
2026/02/13,Italy,2011,4,Chemical industry,Chlorine and inorganic compounds (as HCl),83800
2026/02/13,Spain,2021,6,Paper and wood production and processing,Carbon monoxide (CO),2043000
2026/02/13,Poland,2011,8,Animal and vegetable products from the food and beverage sector,Hydrochlorofluorocarbons (HCFCs),269
2026/02/13,Portugal,2013,6,Paper and wood production and processing,Hydro-fluorocarbons (HFCS),605
2026/02/13,Czechia,2018,5,Waste and wastewater management,Particulate matter (PM10),62
2026/02/13,Netherlands,2018,5,Waste and wastewater management,Sulphur oxides (SOX),268000
2026/02/13,Spain,2008,6,Paper and wood production and processing,Arsenic and compounds (as As),23
2026/02/13,Greece,2008,6,Paper and wood production and processing,Carbon monoxide (CO),543000
2026/02/13,Cyprus,2015,1,Energy sector,Nitrous oxide (N2O),14000
2026/02/13,Poland,2020,9,Other activities,Sulphur oxides (SOX),174000
2026/02/13,Croatia,2016,8,Animal and vegetable products from the food and beverage sector,Sulphur oxides (SOX),710000
2026/02/13,Netherlands,2018,1,Energy sector,Trichloromethane,626
2026/02/13,Spain,2009,1,Energy sector,Arsenic and compounds (as As),1102.5
2026/02/13,France,2013,2,Production and processing of metals,Carbon dioxide (CO2),23139000000
2026/02/13,Spain,2023,8,Animal and vegetable products from the food and beverage sector,Nitrous oxide (N2O),14000
2026/02/13,Netherlands,2021,4,Chemical industry,Sulphur oxides (SOX),916000
2026/02/13,Poland,2010,3,Mineral industry,Arsenic and compounds (as As),74.5
2026/02/13,Germany,2018,2,Production and processing of metals,Fluorine and inorganic compounds (as HF),153200
2026/02/13,Sweden,2010,,,Carbon dioxide (CO2),162000000
2026/02/13,United Kingdom,2017,6,Paper and wood production and processing,Chromium and compounds (as Cr),622
2026/02/13,Spain,2019,6,Paper and wood production and processing,Ammonia (NH3),10100
2026/02/13,Romania,2013,3,Mineral industry,Carbon dioxide (CO2),4425000000
2026/02/13,Sweden,2008,1,Energy sector,Nitrous oxide (N2O),454500
2026/02/13,Norway,2017,4,Chemical industry,Carbon dioxide (CO2) excluding biomass,1231000000
2026/02/13,Switzerland,2011,3,Mineral industry,Sulphur oxides (SOX),1067000
2026/02/13,Poland,2013,7,Intensive livestock production and aquaculture,Carbon dioxide (CO2),4161000000
2026/02/13,Netherlands,2024,2,Production and processing of metals,Sulphur oxides (SOX),2940000
2026/02/13,Ireland,2022,3,Mineral industry,Sulphur oxides (SOX),465186.574
2026/02/13,Spain,2022,3,Mineral industry,Chlorine and inorganic compounds (as HCl),40300
2026/02/13,Denmark,2020,1,Energy sector,Lead and compounds (as Pb),1.09
2026/02/13,Romania,2015,5,Waste and wastewater management,Nitrogen oxides (NOX),470000
2026/02/13,Belgium,2016,3,Mineral industry,Fluorine and inorganic compounds (as HF),7800
2026/02/13,Norway,2007,9,Other activities,Non-methane volatile organic compounds (NMVOC),254000
2026/02/13,Luxembourg,2008,2,Production and processing of metals,Naphthalene,396
2026/02/13,Austria,2019,2,Production and processing of metals,PCDD + PCDF (dioxins + furans) (as Teq),0.0011690000000000001
2026/02/13,Romania,2017,2,Production and processing of metals,Lead and compounds (as Pb),4080
2026/02/13,Iceland,2009,2,Production and processing of metals,Carbon dioxide (CO2),1562000000
2026/02/13,Romania,2017,1,Energy sector,Mercury and compounds (as Hg),101
2026/02/13,Ireland,2015,9,Other activities,Perfluorocarbons (PFCs),2140
2026/02/13,Czechia,2019,,,Fluorine and inorganic compounds (as HF),34.172
2026/02/13,Portugal,2010,9,Other activities,Particulate matter (PM10),65600
2026/02/13,Italy,2015,2,Production and processing of metals,Benzene,9690
2026/02/13,United Kingdom,2012,9,Other activities,Naphthalene,785
2026/02/13,Netherlands,2016,5,Waste and wastewater management,Hydro-fluorocarbons (HFCS),369
2026/02/13,Switzerland,2022,3,Mineral industry,Carbon monoxide (CO),6082000
2026/02/13,Greece,2017,4,Chemical industry,Dichloromethane (DCM),24830
2026/02/13,Italy,2024,8,Animal and vegetable products from the food and beverage sector,Hydrochlorofluorocarbons (HCFCs),221
2026/02/13,Finland,2009,3,Mineral industry,Copper and compounds (as Cu),133
2026/02/13,Serbia,2019,8,Animal and vegetable products from the food and beverage sector,Sulphur oxides (SOX),927000
2026/02/13,Portugal,2014,,,Nitrous oxide (N2O),44000
2026/02/13,Croatia,2020,3,Mineral industry,Ammonia (NH3),306600
2026/02/13,Slovakia,2017,2,Production and processing of metals,Chlorine and inorganic compounds (as HCl),11300
2026/02/13,Italy,2015,2,Production and processing of metals,Lead and compounds (as Pb),1586
2026/02/13,Poland,2011,7,Intensive livestock production and aquaculture,Chromium and compounds (as Cr),286
2026/02/13,France,2017,8,Animal and vegetable products from the food and beverage sector,Copper and compounds (as Cu),107
2026/02/13,Austria,2022,4,Chemical industry,Sulphur oxides (SOX),618000
2026/02/13,Sweden,2011,6,Paper and wood production and processing,Hydro-fluorocarbons (HFCS),146
2026/02/13,France,2022,4,Chemical industry,Particulate matter (PM10),413000
2026/02/13,Spain,2010,6,Paper and wood production and processing,Nitrous oxide (N2O),146200
2026/02/13,Czechia,2012,6,Paper and wood production and processing,Carbon dioxide (CO2),1030000000
2026/02/13,Luxembourg,2013,3,Mineral industry,Sulphur oxides (SOX),415000
2026/02/13,Sweden,2011,5,Waste and wastewater management,Nitrogen oxides (NOX),544000
2026/02/13,Portugal,2013,5,Waste and wastewater management,Ammonia (NH3),316800
2026/02/13,Croatia,2017,3,Mineral industry,Carbon monoxide (CO),5518000
2026/02/13,Slovenia,2009,2,Production and processing of metals,Nitrogen oxides (NOX),131000
2026/02/13,United Kingdom,2017,2,Production and processing of metals,Benzene,21800
2026/02/13,Poland,2008,9,Other activities,Carbon monoxide (CO),1990000
2026/02/13,United Kingdom,2019,3,Mineral industry,Zinc and compounds (as Zn),293
2026/02/13,Slovenia,2008,2,Production and processing of metals,PCDD + PCDF (dioxins + furans) (as Teq),0.000528
2026/02/13,Ireland,2021,6,Paper and wood production and processing,Particulate matter (PM10),117295.14
2026/02/13,Slovenia,2008,2,Production and processing of metals,Benzene,4720
2026/02/13,Denmark,2011,3,Mineral industry,Chlorine and inorganic compounds (as HCl),33600
2026/02/13,Lithuania,2008,5,Waste and wastewater management,Methane (CH4),5641000
2026/02/13,Slovenia,2015,6,Paper and wood production and processing,Carbon dioxide (CO2),183000000
2026/02/13,Slovakia,2014,2,Production and processing of metals,Fluorine and inorganic compounds (as HF),19200
2026/02/13,France,2018,8,Animal and vegetable products from the food and beverage sector,Carbon dioxide (CO2),3228000000
