PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,Pollutant,Releases
2026/02/13,Germany,2010,2,Production and processing of metals,Carbon dioxide (CO2),31471000000
2026/02/13,Greece,2013,1,Energy sector,Carbon monoxide (CO),14137000
2026/02/13,Germany,2012,4,Chemical industry,Hydro-fluorocarbons (HFCS),14934
2026/02/13,Italy,2011,4,Chemical industry,Hydrochlorofluorocarbons (HCFCs),16869.66
2026/02/13,Italy,2013,3,Mineral industry,Nitrous oxide (N2O),71000
2026/02/13,Finland,2008,1,Energy sector,Carbon monoxide (CO),28559000
2026/02/13,Italy,2024,2,Production and processing of metals,Carbon monoxide (CO),59466124.699999996
2026/02/13,Czechia,2016,1,Energy sector,Cadmium and compounds (as Cd),213.7
2026/02/13,Germany,2023,2,Production and processing of metals,Carbon dioxide (CO2),25914000000
2026/02/13,Portugal,2018,6,Paper and wood production and processing,Hydro-fluorocarbons (HFCS),1177
2026/02/13,Italy,2007,6,Paper and wood production and processing,Nitrogen oxides (NOX),4673000
2026/02/13,Spain,2017,8,Animal and vegetable products from the food and beverage sector,Hydro-fluorocarbons (HFCS),777
2026/02/13,Estonia,2016,5,Waste and wastewater management,PCDD + PCDF (dioxins + furans) (as Teq),0.000369
2026/02/13,Belgium,2010,4,Chemical industry,Dichloromethane (DCM),110130
2026/02/13,Spain,2011,4,Chemical industry,Chromium and compounds (as Cr),219
2026/02/13,Germany,2008,1,Energy sector,Carbon monoxide (CO),118744000
2026/02/13,Sweden,2012,1,Energy sector,Nitrous oxide (N2O),464100
2026/02/13,Belgium,2009,6,Paper and wood production and processing,Nickel and compounds (as Ni),71
2026/02/13,Hungary,2007,3,Mineral industry,Carbon dioxide (CO2),2750000000
2026/02/13,Poland,2007,9,Other activities,Hydro-fluorocarbons (HFCS),170
2026/02/13,France,2021,4,Chemical industry,Hydrochlorofluorocarbons (HCFCs),24952.3
2026/02/13,France,2015,4,Chemical industry,Benzene,91650
2026/02/13,Poland,2015,1,Energy sector,Copper and compounds (as Cu),5728
2026/02/13,Sweden,2010,2,Production and processing of metals,Carbon dioxide (CO2) excluding biomass,5523000000
2026/02/13,France,2015,4,Chemical industry,Non-methane volatile organic compounds (NMVOC),16085000
2026/02/13,Bulgaria,2008,4,Chemical industry,Nitrogen oxides (NOX),1406000
2026/02/13,Netherlands,2016,2,Production and processing of metals,Sulphur oxides (SOX),3950000
2026/02/13,Portugal,2008,1,Energy sector,PCDD + PCDF (dioxins + furans) (as Teq),0.0009
2026/02/13,Finland,2016,1,Energy sector,Zinc and compounds (as Zn),1060
2026/02/13,Portugal,2024,6,Paper and wood production and processing,Non-methane volatile organic compounds (NMVOC),1676000
2026/02/13,Denmark,2019,5,Waste and wastewater management,Cadmium and compounds (as Cd),0.73
2026/02/13,France,2007,4,Chemical industry,Hydro-fluorocarbons (HFCS),380368
2026/02/13,Poland,2017,8,Animal and vegetable products from the food and beverage sector,Ammonia (NH3),14000
2026/02/13,Bulgaria,2023,4,Chemical industry,Sulphur oxides (SOX),473617
2026/02/13,Spain,2007,9,Other activities,Non-methane volatile organic compounds (NMVOC),24587000
2026/02/13,Slovakia,2016,4,Chemical industry,Vinyl chloride,27000
2026/02/13,Lithuania,2017,5,Waste and wastewater management,Methane (CH4),1885000
2026/02/13,Netherlands,2013,8,Animal and vegetable products from the food and beverage sector,Hydrochlorofluorocarbons (HCFCs),1187.1799999999998
2026/02/13,Sweden,2023,6,Paper and wood production and processing,Nitrous oxide (N2O),369421.8
2026/02/13,Portugal,2013,6,Paper and wood production and processing,Benzene,8470
2026/02/13,Greece,2016,1,Energy sector,Zinc and compounds (as Zn),31206
2026/02/13,Poland,2023,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",1930
2026/02/13,Netherlands,2009,2,Production and processing of metals,Perfluorocarbons (PFCs),8000
2026/02/13,Netherlands,2009,5,Waste and wastewater management,Hydrochlorofluorocarbons (HCFCs),472
2026/02/13,Netherlands,2013,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",34550
2026/02/13,Germany,2008,5,Waste and wastewater management,Arsenic and compounds (as As),44.3
2026/02/13,Germany,2024,6,Paper and wood production and processing,Particulate matter (PM10),600500
2026/02/13,Portugal,2014,4,Chemical industry,Nitrous oxide (N2O),183400
2026/02/13,Switzerland,2019,3,Mineral industry,Particulate matter (PM10),32800
2026/02/13,Switzerland,2021,3,Mineral industry,Benzene,19620
2026/02/13,Finland,2021,2,Production and processing of metals,Nickel and compounds (as Ni),1621.4
2026/02/13,Netherlands,2011,1,Energy sector,Particulate matter (PM10),295000
2026/02/13,Netherlands,2010,8,Animal and vegetable products from the food and beverage sector,Hydrochlorofluorocarbons (HCFCs),2184.06
2026/02/13,France,2010,9,Other activities,Zinc and compounds (as Zn),566
2026/02/13,Austria,2016,4,Chemical industry,Non-methane volatile organic compounds (NMVOC),318000
2026/02/13,United Kingdom,2012,8,Animal and vegetable products from the food and beverage sector,Nitrogen oxides (NOX),1711000
2026/02/13,Italy,2008,1,Energy sector,Copper and compounds (as Cu),1397
2026/02/13,Ireland,2019,1,Energy sector,Carbon dioxide (CO2),8228635310.98214
2026/02/13,Bulgaria,2024,3,Mineral industry,Arsenic and compounds (as As),25.401
2026/02/13,Switzerland,2022,5,Waste and wastewater management,Lead and compounds (as Pb),1.14
2026/02/13,Czechia,2019,3,Mineral industry,Ammonia (NH3),337660
2026/02/13,Netherlands,2012,4,Chemical industry,Nitrogen oxides (NOX),9911000
2026/02/13,Portugal,2007,6,Paper and wood production and processing,Mercury and compounds (as Hg),73
2026/02/13,Malta,2013,4,Chemical industry,Hydrochlorofluorocarbons (HCFCs),9.45
2026/02/13,France,2023,3,Mineral industry,Chromium and compounds (as Cr),116
2026/02/13,Italy,2012,9,Other activities,Nitrogen oxides (NOX),305000
2026/02/13,Denmark,2012,8,Animal and vegetable products from the food and beverage sector,Sulphur oxides (SOX),968000
2026/02/13,United Kingdom,2007,2,Production and processing of metals,Phenols (as total C),279
2026/02/13,Greece,2022,2,Production and processing of metals,Perfluorocarbons (PFCs),8860
2026/02/13,Latvia,2007,3,Mineral industry,Hydro-fluorocarbons (HFCS),163
2026/02/13,Poland,2012,3,Mineral industry,Hydro-fluorocarbons (HFCS),38650
2026/02/13,Bulgaria,2019,2,Production and processing of metals,Chromium and compounds (as Cr),734
2026/02/13,Finland,2019,1,Energy sector,Zinc and compounds (as Zn),1177
2026/02/13,Sweden,2020,2,Production and processing of metals,Mercury and compounds (as Hg),71.9
2026/02/13,France,2013,2,Production and processing of metals,Anthracene,142
2026/02/13,Spain,2017,4,Chemical industry,Polycyclic aromatic hydrocarbons (PAHs),371
2026/02/13,Belgium,2007,1,Energy sector,Arsenic and compounds (as As),45.1
2026/02/13,Slovenia,2020,1,Energy sector,Nitrogen oxides (NOX),2564937
2026/02/13,Switzerland,2021,5,Waste and wastewater management,Sulphur oxides (SOX),1955
2026/02/13,Greece,2018,1,Energy sector,Mercury and compounds (as Hg),897.9
2026/02/13,Portugal,2022,5,Waste and wastewater management,Nitrogen oxides (NOX),1502000
2026/02/13,Austria,2015,6,Paper and wood production and processing,Sulphur oxides (SOX),467000
2026/02/13,Finland,2014,2,Production and processing of metals,PCDD + PCDF (dioxins + furans) (as Teq),0.0015
2026/02/13,Belgium,2007,8,Animal and vegetable products from the food and beverage sector,Carbon dioxide (CO2),432000000
2026/02/13,Sweden,2010,4,Chemical industry,Nitrous oxide (N2O),1029000
2026/02/13,France,2008,5,Waste and wastewater management,Lead and compounds (as Pb),763
2026/02/13,Iceland,2007,5,Waste and wastewater management,Methane (CH4),1140000
2026/02/13,Germany,2020,5,Waste and wastewater management,Chlorine and inorganic compounds (as HCl),250700
2026/02/13,Austria,2009,2,Production and processing of metals,Nitrogen oxides (NOX),3667000
2026/02/13,Hungary,2008,5,Waste and wastewater management,PCDD + PCDF (dioxins + furans) (as Teq),0.0017
2026/02/13,Poland,2010,4,Chemical industry,Naphthalene,180
2026/02/13,France,2024,8,Animal and vegetable products from the food and beverage sector,Ammonia (NH3),21200
2026/02/13,Ireland,2015,3,Mineral industry,Mercury and compounds (as Hg),59.6
2026/02/13,Czechia,2020,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",3334
2026/02/13,Belgium,2012,8,Animal and vegetable products from the food and beverage sector,Hydro-fluorocarbons (HFCS),835
2026/02/13,Poland,2013,4,Chemical industry,Nitrous oxide (N2O),3092100
2026/02/13,Belgium,2021,2,Production and processing of metals,Fluorine and inorganic compounds (as HF),8900
2026/02/13,Greece,2011,3,Mineral industry,Cadmium and compounds (as Cd),39.5
2026/02/13,Germany,2016,,,Benzene,1750
2026/02/13,Sweden,2019,2,Production and processing of metals,Cadmium and compounds (as Cd),60
2026/02/13,United Kingdom,2019,2,Production and processing of metals,Ammonia (NH3),74400
2026/02/13,Slovenia,2018,3,Mineral industry,Benzene,2609.6
2026/02/13,Netherlands,2023,9,Other activities,Trichloroethylene (TRI),3760
2026/02/13,Iceland,2015,2,Production and processing of metals,Particulate matter (PM10),468000
2026/02/13,Switzerland,2018,5,Waste and wastewater management,Methane (CH4),19630
2026/02/13,Belgium,2012,2,Production and processing of metals,Chlorine and inorganic compounds (as HCl),276400
2026/02/13,Greece,2018,1,Energy sector,PCDD + PCDF (dioxins + furans) (as Teq),0.00044
2026/02/13,Czechia,2018,3,Mineral industry,Lead and compounds (as Pb),220.0488
2026/02/13,Portugal,2017,3,Mineral industry,Naphthalene,768
2026/02/13,Germany,2012,,,Nitrogen oxides (NOX),712000
2026/02/13,Hungary,2023,5,Waste and wastewater management,Methane (CH4),167000
2026/02/13,France,2014,8,Animal and vegetable products from the food and beverage sector,Carbon monoxide (CO),1264000
2026/02/13,France,2013,4,Chemical industry,Lead and compounds (as Pb),227
2026/02/13,France,2021,8,Animal and vegetable products from the food and beverage sector,Zinc and compounds (as Zn),960
2026/02/13,Estonia,2012,3,Mineral industry,Carbon dioxide (CO2) excluding biomass,764000000
2026/02/13,Austria,2018,6,Paper and wood production and processing,Particulate matter (PM10),60900
2026/02/13,Greece,2012,1,Energy sector,Chlorine and inorganic compounds (as HCl),37800
2026/02/13,Austria,2018,8,Animal and vegetable products from the food and beverage sector,Non-methane volatile organic compounds (NMVOC),114000
2026/02/13,Netherlands,2015,6,Paper and wood production and processing,Naphthalene,223
2026/02/13,Bulgaria,2011,4,Chemical industry,Particulate matter (PM10),90800
2026/02/13,France,2009,5,Waste and wastewater management,Chlorofluorocarbons (CFCs),432
2026/02/13,Poland,2010,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",20300
2026/02/13,Czechia,2017,2,Production and processing of metals,Nitrogen oxides (NOX),3987000
2026/02/13,Poland,2012,4,Chemical industry,Di-(2-ethyl hexyl) phthalate (DEHP),17.9
2026/02/13,Norway,2012,4,Chemical industry,Methane (CH4),636000
2026/02/13,France,2008,4,Chemical industry,Halons,2070
2026/02/13,Slovakia,2009,1,Energy sector,Nickel and compounds (as Ni),1552
2026/02/13,Switzerland,2022,4,Chemical industry,Halons,6.76
2026/02/13,Hungary,2014,3,Mineral industry,Benzene,1440
2026/02/13,Croatia,2015,3,Mineral industry,Carbon monoxide (CO),6836000
2026/02/13,Finland,2019,4,Chemical industry,Chlorine and inorganic compounds (as HCl),104000
2026/02/13,France,2015,3,Mineral industry,Nickel and compounds (as Ni),83.3
2026/02/13,Spain,2013,5,Waste and wastewater management,Tetrachloromethane (TCM),497
2026/02/13,Germany,2023,2,Production and processing of metals,Nitrogen oxides (NOX),20458000
2026/02/13,Italy,2013,6,Paper and wood production and processing,Nitrogen oxides (NOX),2945000
2026/02/13,Romania,2019,3,Mineral industry,Carbon dioxide (CO2),6357000000
2026/02/13,Italy,2020,5,Waste and wastewater management,Carbon dioxide (CO2),3912034021.8
2026/02/13,Czechia,2012,1,Energy sector,Arsenic and compounds (as As),2043.6999999999998
2026/02/13,Poland,2008,3,Mineral industry,Cadmium and compounds (as Cd),80.19999999999999
2026/02/13,Germany,2018,1,Energy sector,Carbon dioxide (CO2) excluding biomass,149813000000
2026/02/13,Spain,2015,5,Waste and wastewater management,Mercury and compounds (as Hg),101
2026/02/13,Romania,2022,2,Production and processing of metals,Nitrogen oxides (NOX),1702000
2026/02/13,Germany,2018,1,Energy sector,Chromium and compounds (as Cr),1167
2026/02/13,Portugal,2018,1,Energy sector,Zinc and compounds (as Zn),13559
2026/02/13,Portugal,2016,5,Waste and wastewater management,Arsenic and compounds (as As),33.6
2026/02/13,Romania,2022,3,Mineral industry,Nitrogen oxides (NOX),7497000
2026/02/13,Czechia,2020,2,Production and processing of metals,Zinc and compounds (as Zn),2325.056
2026/02/13,Serbia,2014,2,Production and processing of metals,Nitrogen oxides (NOX),729000
2026/02/13,Germany,2012,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",130740
2026/02/13,Belgium,2011,9,Other activities,Hydro-fluorocarbons (HFCS),6450
2026/02/13,Spain,2017,2,Production and processing of metals,Cadmium and compounds (as Cd),606.4000000000001
2026/02/13,Germany,2014,6,Paper and wood production and processing,Nitrous oxide (N2O),22300
2026/02/13,Czechia,2020,4,Chemical industry,Carbon monoxide (CO),5986001
2026/02/13,France,2010,1,Energy sector,Mercury and compounds (as Hg),438.40000000000003
2026/02/13,Belgium,2018,4,Chemical industry,Mercury and compounds (as Hg),31.8
2026/02/13,Hungary,2009,7,Intensive livestock production and aquaculture,Methane (CH4),136000
2026/02/13,Italy,2020,6,Paper and wood production and processing,Mercury and compounds (as Hg),239.92000000000002
2026/02/13,Czechia,2017,3,Mineral industry,Carbon dioxide (CO2),4031000000
2026/02/13,Romania,2014,3,Mineral industry,Chlorine and inorganic compounds (as HCl),14600
2026/02/13,United Kingdom,2007,1,Energy sector,Polychlorinated biphenyls (PCBs),4.1000000000000005
2026/02/13,Spain,2015,7,Intensive livestock production and aquaculture,Ammonia (NH3),50162500
2026/02/13,Italy,2012,2,Production and processing of metals,PCDD + PCDF (dioxins + furans) (as Teq),0.014627999999999999
2026/02/13,France,2019,3,Mineral industry,Sulphur oxides (SOX),10368000
2026/02/13,Germany,2008,3,Mineral industry,Carbon monoxide (CO),124130000
2026/02/13,Italy,2021,4,Chemical industry,Hydro-fluorocarbons (HFCS),21508.000000000004
2026/02/13,United Kingdom,2012,9,Other activities,Non-methane volatile organic compounds (NMVOC),7409000
2026/02/13,Poland,2022,8,Animal and vegetable products from the food and beverage sector,Ammonia (NH3),39300
2026/02/13,Italy,2007,6,Paper and wood production and processing,Carbon dioxide (CO2),1434000000
2026/02/13,Spain,2011,2,Production and processing of metals,Benzene,65260
2026/02/13,Portugal,2012,3,Mineral industry,Zinc and compounds (as Zn),949
2026/02/13,France,2022,4,Chemical industry,Dichloromethane (DCM),224550
2026/02/13,Spain,2014,8,Animal and vegetable products from the food and beverage sector,Particulate matter (PM10),777000
2026/02/13,Netherlands,2015,1,Energy sector,Particulate matter (PM10),432000
2026/02/13,Slovenia,2013,7,Intensive livestock production and aquaculture,Ammonia (NH3),326600
2026/02/13,Portugal,2009,2,Production and processing of metals,Cadmium and compounds (as Cd),87
2026/02/13,Iceland,2022,5,Waste and wastewater management,Methane (CH4),690000
2026/02/13,Poland,2008,6,Paper and wood production and processing,Nitrous oxide (N2O),13600
2026/02/13,Hungary,2016,2,Production and processing of metals,PCDD + PCDF (dioxins + furans) (as Teq),0.020999999999999998
2026/02/13,Germany,2007,2,Production and processing of metals,PCDD + PCDF (dioxins + furans) (as Teq),0.022456000000000004
2026/02/13,Czechia,2022,5,Waste and wastewater management,Copper and compounds (as Cu),16.95
2026/02/13,Austria,2009,1,Energy sector,Ammonia (NH3),24100
2026/02/13,Lithuania,2011,3,Mineral industry,Carbon monoxide (CO),2740000
2026/02/13,Denmark,2019,,,Methane (CH4),306570
2026/02/13,Poland,2014,6,Paper and wood production and processing,Non-methane volatile organic compounds (NMVOC),573000
2026/02/13,Italy,2024,4,Chemical industry,Hydrochlorofluorocarbons (HCFCs),5294.9177
2026/02/13,Portugal,2008,9,Other activities,Cadmium and compounds (as Cd),20
2026/02/13,Portugal,2015,5,Waste and wastewater management,Arsenic and compounds (as As),33.5
2026/02/13,Sweden,2010,2,Production and processing of metals,Chlorine and inorganic compounds (as HCl),681000
2026/02/13,Finland,2008,1,Energy sector,Polycyclic aromatic hydrocarbons (PAHs),69
2026/02/13,Finland,2016,3,Mineral industry,Carbon dioxide (CO2),987000000
2026/02/13,Netherlands,2016,2,Production and processing of metals,Nitrogen oxides (NOX),6293000
2026/02/13,France,2015,9,Other activities,Naphthalene,471
2026/02/13,Bulgaria,2007,3,Mineral industry,Nickel and compounds (as Ni),203.3
2026/02/13,Greece,2013,3,Mineral industry,Polycyclic aromatic hydrocarbons (PAHs),129
2026/02/13,United Kingdom,2013,2,Production and processing of metals,Sulphur oxides (SOX),16606000
2026/02/13,Slovakia,2009,6,Paper and wood production and processing,Cadmium and compounds (as Cd),25
2026/02/13,Bulgaria,2021,5,Waste and wastewater management,Ammonia (NH3),2911417
2026/02/13,Bulgaria,2008,4,Chemical industry,Carbon dioxide (CO2),939000000
2026/02/13,Hungary,2019,4,Chemical industry,Methane (CH4),576000
2026/02/13,France,2008,3,Mineral industry,Zinc and compounds (as Zn),2403
2026/02/13,Poland,2023,6,Paper and wood production and processing,Particulate matter (PM10),256400
2026/02/13,Germany,2017,4,Chemical industry,Trichloromethane,1403
2026/02/13,Latvia,2010,7,Intensive livestock production and aquaculture,Nitrous oxide (N2O),39600
2026/02/13,Italy,2017,6,Paper and wood production and processing,Ammonia (NH3),484900
2026/02/13,Czechia,2011,1,Energy sector,Lead and compounds (as Pb),3909
2026/02/13,Luxembourg,2016,5,Waste and wastewater management,Carbon dioxide (CO2),179000000
2026/02/13,Spain,2022,4,Chemical industry,Non-methane volatile organic compounds (NMVOC),10034000
2026/02/13,Romania,2007,2,Production and processing of metals,Sulphur oxides (SOX),34160000
2026/02/13,Austria,2021,2,Production and processing of metals,Chlorine and inorganic compounds (as HCl),22100
2026/02/13,Italy,2011,8,Animal and vegetable products from the food and beverage sector,Hydrochlorofluorocarbons (HCFCs),2326
2026/02/13,Spain,2007,2,Production and processing of metals,Cadmium and compounds (as Cd),1161.6000000000001
2026/02/13,United Kingdom,2007,2,Production and processing of metals,Nitrous oxide (N2O),122100
2026/02/13,Lithuania,2021,4,Chemical industry,Fluorine and inorganic compounds (as HF),5640
2026/02/13,Germany,2024,4,Chemical industry,Copper and compounds (as Cu),104
2026/02/13,Germany,2012,8,Animal and vegetable products from the food and beverage sector,Non-methane volatile organic compounds (NMVOC),2189000
2026/02/13,Bulgaria,2019,3,Mineral industry,Sulphur oxides (SOX),1109604
2026/02/13,Netherlands,2021,6,Paper and wood production and processing,Hydrochlorofluorocarbons (HCFCs),33.6
2026/02/13,Denmark,2024,5,Waste and wastewater management,Non-methane volatile organic compounds (NMVOC),0.6114
2026/02/13,Poland,2022,9,Other activities,Copper and compounds (as Cu),478
2026/02/13,Italy,2019,4,Chemical industry,Ammonia (NH3),487102.8
2026/02/13,Cyprus,2021,1,Energy sector,Sulphur oxides (SOX),8400000
2026/02/13,Spain,2008,5,Waste and wastewater management,Fluorine and inorganic compounds (as HF),14280
2026/02/13,United Kingdom,2008,6,Paper and wood production and processing,Non-methane volatile organic compounds (NMVOC),1251000
2026/02/13,Poland,2007,6,Paper and wood production and processing,Nitrous oxide (N2O),13900
2026/02/13,Poland,2019,2,Production and processing of metals,Mercury and compounds (as Hg),515.1
2026/02/13,Finland,2021,4,Chemical industry,Carbon dioxide (CO2) excluding biomass,696000000
2026/02/13,Czechia,2021,9,Other activities,Sulphur oxides (SOX),6.2672
2026/02/13,Netherlands,2012,2,Production and processing of metals,Naphthalene,3120
2026/02/13,Germany,2024,4,Chemical industry,Carbon monoxide (CO),15262000
2026/02/13,Czechia,2020,,,Non-methane volatile organic compounds (NMVOC),415630.001
2026/02/13,Spain,2024,4,Chemical industry,Hydrochlorofluorocarbons (HCFCs),66.7
2026/02/13,France,2011,6,Paper and wood production and processing,Non-methane volatile organic compounds (NMVOC),1513000
2026/02/13,Netherlands,2007,3,Mineral industry,Chlorine and inorganic compounds (as HCl),34600
2026/02/13,Spain,2020,2,Production and processing of metals,Zinc and compounds (as Zn),22446
2026/02/13,Sweden,2022,4,Chemical industry,Benzene,7470
2026/02/13,Denmark,2019,3,Mineral industry,Ammonia (NH3),425293
2026/02/13,Finland,2015,7,Intensive livestock production and aquaculture,Ammonia (NH3),1527700
2026/02/13,Norway,2011,3,Mineral industry,Sulphur oxides (SOX),952000
2026/02/13,Bulgaria,2023,3,Mineral industry,Copper and compounds (as Cu),113
2026/02/13,Netherlands,2012,5,Waste and wastewater management,Hydrochlorofluorocarbons (HCFCs),984.8
2026/02/13,France,2015,1,Energy sector,Arsenic and compounds (as As),104.8
2026/02/13,Belgium,2007,4,Chemical industry,Ammonia (NH3),954200
2026/02/13,Slovakia,2021,6,Paper and wood production and processing,Carbon monoxide (CO),1160000
2026/02/13,Greece,2007,2,Production and processing of metals,Perfluorocarbons (PFCs),8700
2026/02/13,Italy,2015,8,Animal and vegetable products from the food and beverage sector,Hydrochlorofluorocarbons (HCFCs),1.5
2026/02/13,France,2013,,,Chlorofluorocarbons (CFCs),29.4
2026/02/13,Greece,2008,5,Waste and wastewater management,Methane (CH4),28253000
2026/02/13,Poland,2020,8,Animal and vegetable products from the food and beverage sector,Hydrochlorofluorocarbons (HCFCs),1062.5
2026/02/13,United Kingdom,2019,4,Chemical industry,Dichloromethane (DCM),197570
2026/02/13,Belgium,2019,2,Production and processing of metals,Hydro-fluorocarbons (HFCS),485
2026/02/13,Greece,2010,3,Mineral industry,Benzene,1100
2026/02/13,United Kingdom,2019,6,Paper and wood production and processing,Lead and compounds (as Pb),2192
2026/02/13,Belgium,2007,8,Animal and vegetable products from the food and beverage sector,Nitrogen oxides (NOX),1040000
2026/02/13,Italy,2021,4,Chemical industry,Carbon monoxide (CO),20062017
2026/02/13,Slovenia,2020,4,Chemical industry,Hydro-fluorocarbons (HFCS),257
2026/02/13,Belgium,2019,5,Waste and wastewater management,Ammonia (NH3),33500
2026/02/13,Portugal,2022,5,Waste and wastewater management,Carbon dioxide (CO2),1307000000
2026/02/13,United Kingdom,2009,2,Production and processing of metals,Mercury and compounds (as Hg),1587.3
2026/02/13,Hungary,2018,3,Mineral industry,Ammonia (NH3),54800
2026/02/13,Spain,2023,6,Paper and wood production and processing,Mercury and compounds (as Hg),11.6
2026/02/13,Austria,2009,2,Production and processing of metals,Carbon dioxide (CO2),9150000000
2026/02/13,Lithuania,2014,8,Animal and vegetable products from the food and beverage sector,Ammonia (NH3),17000
2026/02/13,Austria,2010,4,Chemical industry,Nitrogen oxides (NOX),1531000
2026/02/13,Ireland,2018,6,Paper and wood production and processing,Carbon monoxide (CO),524078
2026/02/13,United Kingdom,2010,3,Mineral industry,PCDD + PCDF (dioxins + furans) (as Teq),0.0020700000000000002
2026/02/13,Portugal,2018,8,Animal and vegetable products from the food and beverage sector,Non-methane volatile organic compounds (NMVOC),762000
2026/02/13,Norway,2008,4,Chemical industry,Vinyl chloride,29550
2026/02/13,Slovakia,2010,4,Chemical industry,Ammonia (NH3),61000
2026/02/13,Italy,2023,2,Production and processing of metals,Non-methane volatile organic compounds (NMVOC),526430
2026/02/13,Spain,2021,6,Paper and wood production and processing,Lead and compounds (as Pb),303
2026/02/13,France,2010,5,Waste and wastewater management,Cadmium and compounds (as Cd),38
2026/02/13,United Kingdom,2009,5,Waste and wastewater management,Trichloromethane,2880
2026/02/13,Belgium,2020,2,Production and processing of metals,Methane (CH4),520000
2026/02/13,Ireland,2011,1,Energy sector,Nitrous oxide (N2O),125800
2026/02/13,Portugal,2015,2,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),282
2026/02/13,Belgium,2017,5,Waste and wastewater management,Methane (CH4),613000
2026/02/13,Romania,2009,2,Production and processing of metals,Carbon monoxide (CO),52210000
2026/02/13,Slovenia,2022,9,Other activities,Non-methane volatile organic compounds (NMVOC),87237
2026/02/13,Sweden,2023,6,Paper and wood production and processing,Sulphur oxides (SOX),2322252
2026/02/13,Germany,2015,1,Energy sector,Copper and compounds (as Cu),2449
2026/02/13,United Kingdom,2013,3,Mineral industry,Carbon dioxide (CO2) excluding biomass,3052000000
2026/02/13,United Kingdom,2019,1,Energy sector,Ammonia (NH3),93400
2026/02/13,Norway,2007,4,Chemical industry,Sulphur oxides (SOX),736000
2026/02/13,Czechia,2011,2,Production and processing of metals,Lead and compounds (as Pb),8452
2026/02/13,Greece,2021,1,Energy sector,Hydro-fluorocarbons (HFCS),2420
2026/02/13,Serbia,2020,8,Animal and vegetable products from the food and beverage sector,Particulate matter (PM10),198000
2026/02/13,Germany,2012,,,Carbon dioxide (CO2),585000000
2026/02/13,Norway,2016,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",11700
2026/02/13,Germany,2008,5,Waste and wastewater management,Non-methane volatile organic compounds (NMVOC),136000
2026/02/13,Germany,2008,1,Energy sector,Naphthalene,241
2026/02/13,Estonia,2014,1,Energy sector,Non-methane volatile organic compounds (NMVOC),116000
2026/02/13,Malta,2022,1,Energy sector,Nitrogen oxides (NOX),551000
2026/02/13,Netherlands,2017,8,Animal and vegetable products from the food and beverage sector,Benzene,1730
2026/02/13,Germany,2019,7,Intensive livestock production and aquaculture,Nitrous oxide (N2O),83700
2026/02/13,Slovenia,2015,2,Production and processing of metals,Particulate matter (PM10),84600
2026/02/13,Luxembourg,2013,2,Production and processing of metals,Carbon monoxide (CO),4480000
2026/02/13,Slovenia,2010,4,Chemical industry,Non-methane volatile organic compounds (NMVOC),408000
2026/02/13,Serbia,2019,6,Paper and wood production and processing,Sulphur oxides (SOX),410000
2026/02/13,Malta,2010,5,Waste and wastewater management,Methane (CH4),8100000
2026/02/13,Italy,2016,4,Chemical industry,Chlorofluorocarbons (CFCs),140
2026/02/13,Ireland,2016,1,Energy sector,Arsenic and compounds (as As),29.1
2026/02/13,Germany,2007,3,Mineral industry,PCDD + PCDF (dioxins + furans) (as Teq),0.00016
2026/02/13,Switzerland,2007,2,Production and processing of metals,Zinc and compounds (as Zn),10000
2026/02/13,Switzerland,2008,2,Production and processing of metals,Tetrachloroethylene,13500
2026/02/13,Estonia,2020,1,Energy sector,Zinc and compounds (as Zn),4109
2026/02/13,United Kingdom,2012,5,Waste and wastewater management,Copper and compounds (as Cu),205
2026/02/13,Ireland,2024,8,Animal and vegetable products from the food and beverage sector,Hydro-fluorocarbons (HFCS),184
2026/02/13,Czechia,2014,2,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),813.2
2026/02/13,France,2011,,,Ammonia (NH3),1200700
2026/02/13,Romania,2018,6,Paper and wood production and processing,Ammonia (NH3),33700
2026/02/13,Italy,2013,6,Paper and wood production and processing,Carbon dioxide (CO2),1081000000
2026/02/13,Denmark,2020,9,Other activities,Non-methane volatile organic compounds (NMVOC),158674
2026/02/13,Norway,2009,3,Mineral industry,PCDD + PCDF (dioxins + furans) (as Teq),0.00025
2026/02/13,Iceland,2011,2,Production and processing of metals,Perfluorocarbons (PFCs),6830
2026/02/13,Greece,2013,5,Waste and wastewater management,Hydrochlorofluorocarbons (HCFCs),61.2
2026/02/13,Italy,2010,1,Energy sector,Polycyclic aromatic hydrocarbons (PAHs),182.7
2026/02/13,Germany,2010,2,Production and processing of metals,Sulphur oxides (SOX),39955000
2026/02/13,Norway,2013,4,Chemical industry,Sulphur oxides (SOX),679000
2026/02/13,Greece,2013,2,Production and processing of metals,Perfluorocarbons (PFCs),10500
2026/02/13,Romania,2020,1,Energy sector,Mercury and compounds (as Hg),24.8
2026/02/13,Finland,2023,6,Paper and wood production and processing,Nitrogen oxides (NOX),12250000
